"","V","Imp"
"1",1,0.081217324311282
"2",2,0.0598726844884754
"3",3,0.470709553947068
"4",4,0.0693417865369424
"5",5,0.307974638486401
"6",6,1.01817080224816e-05
"7",7,0.00558617072998365
"8",8,0.767247425737721
"9",9,0.0186130307452703
"10",10,0.00749447655863891
