"","V","Imp"
"1",1,0.0396567143692803
"2",2,4.27316616946342e-07
"3",3,0.137394017765164
"4",4,0.0334421906985208
"5",5,0.00195558663964021
"6",6,0.0507848325256373
"7",7,0.0812730344682408
"8",8,0.0416770598786309
"9",9,0.0263107873945762
"10",10,0.215556106953427
