"","V","Imp"
"1",1,0.145619558500068
"2",2,0.000260406353924998
"3",3,0.132031758886087
"4",4,0.00118314908276371
"5",5,0.187751267982124
"6",6,6.02922676345186e-07
"7",7,0.0451256977805854
"8",8,0.00256923374686905
"9",9,0.0111960045076617
"10",10,0.0367536815105842
