"","V","Imp"
"1",1,0.108789273284678
"2",2,0.000990480361612862
"3",3,0.0871950680440885
"4",4,0.0251373141548544
"5",5,0.018880842381025
"6",6,0.0482462943363039
"7",7,0.0189514133165188
"8",8,0.00572043319181601
"9",9,3.25972613830542e-05
"10",10,0.0307261350561228
