,features,r2_train,r2_test,totals_effect,nonlinear,interactions,rho_X,int_X,rho_U,int_U,N,cos_sim,cos_sim_rand
222,5,0.6946531626444454,-0.1573220975299603,0.5,3,0,0.0,1,0.0,2,30,0.982777962265709,0.544632481656459
223,5,0.7200767289804868,0.6989352063554142,0.75,1,0,0.5,1,0.5,2,100,0.8119601464380543,0.46029182060844426
224,5,0.5585020192584456,0.3139891136296519,0.5,0,2,0.0,1,0.0,2,50,0.9443414658728455,0.7779662847498849
225,5,0.5100834158370153,0.12408823471507857,0.25,0,1,0.5,1,0.5,2,50,0.9441613777295677,0.7681346554785466
226,5,0.8030161553524597,0.1685635937920147,0.75,1,1,0.5,1,0.5,2,30,0.9630372811661867,0.18689913647159603
227,10,0.46179482101000446,0.13890552293169578,0.75,0,2,0.0,1,0.0,2,100,0.2722543605759975,0.15185557341969907
228,10,0.4731899723381474,-0.7013891205702347,0.5,3,2,0.0,1,0.5,2,100,0.6245814194902621,0.5468098565823808
229,5,0.7182116198901423,-1.0719410257098354,0.5,1,1,0.0,1,0.0,2,30,0.7742167556057706,0.9079994403309694
230,10,0.7623069034171747,-8.389149693956355,0.75,3,2,0.5,1,0.0,2,30,0.6141063678250824,0.10297862415256007
231,2,0.4357169414799984,-33.150437770078135,0.5,1,1,0.5,1,0.0,2,30,0.9975381951018538,0.8905352343257935
232,2,0.21438279775641167,-0.48660797347121276,0.25,0,0,0.5,1,0.5,2,100,0.9998338087395078,0.9070173147929321
233,10,0.6387920811814433,0.46937724329492925,0.5,0,0,0.0,1,0.5,2,30,0.8828905137056277,0.30215742361089176
234,10,0.7062563290612185,0.11372304269217448,0.25,3,1,0.5,1,0.5,2,50,0.2353491542265057,0.6357122888908655
235,10,0.6163579192779887,0.45525109566843835,0.75,1,2,0.5,1,0.0,2,100,0.7274849522601734,0.15038713360324235
236,10,0.3032318511643136,-0.14404572147836014,0.25,3,1,0.0,1,0.0,2,100,0.7077877502667649,0.3790732360248521
237,5,0.24042205880758782,-0.4880068530140673,0.25,3,2,0.5,1,0.0,2,100,0.942166870898931,0.927859407108537
238,10,0.6938449694795081,0.2885003185941022,0.75,0,0,0.5,1,0.5,2,100,0.9142070784931678,0.6543092208814151
239,10,0.7429038357783806,-0.20689111780327996,0.25,1,1,0.5,1,0.5,2,50,0.20886325729483896,0.31287122300608333
240,5,0.6648955634954712,0.5900182747095262,0.75,1,2,0.5,1,0.5,2,100,0.8223967537460486,0.3192628670635359
241,5,0.6111679643574143,0.22368930683054133,0.75,1,2,0.5,1,0.5,2,30,0.7964709674650791,0.5259382242661351
242,10,0.6264203940637787,0.25154341413198855,0.5,0,1,0.0,1,0.5,2,50,0.8481751918133253,0.8325685625884516
243,5,0.29433316766565487,-1.185942641304964,0.25,0,1,0.5,1,0.5,2,100,0.41726064973959476,0.25490768893766436
244,10,0.3205457025904317,0.15993703887581767,0.25,3,0,0.0,1,0.0,2,100,0.303556402595181,0.4079812266010135
245,10,0.5608298642289286,-0.10509458120132709,0.25,1,1,0.5,1,0.5,2,100,0.24308438877442612,0.7154783163806675
246,10,0.8334221377231823,0.6593578188225464,0.75,3,0,0.5,1,0.5,2,30,0.5802055271822995,0.5159705877498438
247,5,0.7555662017627893,0.38902050404853494,0.75,3,0,0.0,1,0.5,2,50,0.8854779917206228,0.10699508453151133
248,10,0.7116124087727025,0.7260903579557807,0.75,1,2,0.5,1,0.5,2,100,0.6718575398175898,0.6740804670844889
249,5,0.5777372694365084,0.06891300613593632,0.5,1,1,0.5,1,0.0,2,50,0.530025355272246,0.818147073476398
250,10,0.6219233940583879,-0.9802957035945985,0.25,3,0,0.5,1,0.0,2,30,0.7456831322300094,0.605382749631938
251,10,0.633136168272444,0.5077337994990851,0.5,0,2,0.5,1,0.5,2,100,0.795197487550499,0.2682070694010041
252,2,0.8338401762097221,0.6013551093767444,0.75,0,1,0.5,1,0.5,2,30,0.9838865968746923,0.2822897070762187
253,10,0.299707116091799,-0.6297180378142384,0.25,0,2,0.0,1,0.5,2,100,0.3206889804022918,0.3266679651531708
254,5,0.5700767830150993,0.457714911311375,0.5,3,0,0.5,1,0.5,2,100,0.452542706033323,0.2245346290395388
255,10,0.6961413796510957,-0.27016945212138266,0.5,3,1,0.0,1,0.5,2,30,0.4323011853024341,0.5184845002713898
256,5,0.7303637363447177,0.15440446049531575,0.75,1,2,0.0,1,0.0,2,30,0.7746703941547718,0.20768206194708425
257,5,0.7661850808324746,0.7954279256337656,0.75,1,0,0.5,1,0.5,2,100,0.9613585623605864,0.00843342663637089
258,2,0.3591570702377408,-0.31148569624905775,0.25,0,0,0.0,1,0.0,2,100,0.9945104966980716,0.9876315164386028
259,5,0.45044918584311133,-0.07149558299462866,0.25,0,2,0.5,1,0.5,2,50,0.6996443448270048,0.5934069308479339
260,10,0.5885675003590725,0.05097613856267047,0.25,0,2,0.0,1,0.5,2,50,0.23179079452721402,0.5355620869104663
261,10,0.8682111909933274,0.8602736405729676,0.5,1,0,0.5,1,0.5,2,30,0.6786946573142936,0.016607194215466442
262,10,0.5856487805971716,-0.3934055476859839,0.5,3,1,0.0,1,0.0,2,50,0.34057737005266636,0.13289173062247997
263,10,0.5372819583438302,-0.7690560992411304,0.25,3,2,0.0,1,0.5,2,50,0.3906988846598767,0.6297065597392908
264,5,0.44813758156117134,-1.6849698354360116,0.25,3,0,0.5,1,0.0,2,50,0.7376580170587462,0.6627179554903341
265,10,0.8372346623926169,0.9568977963875444,0.75,3,0,0.5,1,0.5,2,30,0.45995491770729063,0.12202929957870522
266,10,0.734617257164929,0.6893466156963337,0.75,3,1,0.5,1,0.0,2,50,0.619472469353023,0.08967746139548788
267,10,0.7128171178283589,0.34656816257426326,0.5,1,1,0.5,1,0.5,2,50,0.5217785771142752,0.21303895146617424
268,10,0.7749130478003727,0.5120200610914999,0.75,3,1,0.5,1,0.5,2,50,0.7842472559765169,0.29607850053261114
269,10,0.6925652966888654,-4.0352593995413475,0.5,3,2,0.5,1,0.0,2,50,0.3862913645356876,0.23455155933578317
270,5,0.6505147125196795,-1.1094792427319722,0.75,1,2,0.5,1,0.5,2,100,0.8821201552839597,0.19418106673869145
271,2,0.42648555225496343,0.33118356285687633,0.5,1,0,0.5,1,0.0,2,50,0.582854929800713,0.8541298732896049
272,10,0.5354316523259331,-0.046140275979895895,0.25,3,2,0.5,1,0.0,2,50,0.6090032891723353,0.5740053807754849
273,2,0.4204824277343394,0.4133656903116043,0.5,0,0,0.0,1,0.5,2,100,0.9479427700582622,0.7720988792895311
274,5,0.5002333346138697,0.2021374671359829,0.5,0,2,0.5,1,0.0,2,100,0.3984607405654675,0.7070940095762301
275,5,0.5944787771529572,0.02687775868633302,0.25,1,0,0.5,1,0.5,2,50,0.5239793040636839,0.43804066506995637
276,2,0.3875154468134161,-0.5493677530994094,0.75,1,0,0.0,1,0.0,2,100,0.7916228915455724,0.9362337339626365
277,10,0.7246106222534636,-0.5407457042339976,0.25,1,2,0.0,1,0.0,2,30,0.4010221980943905,0.489093785776163
278,2,0.20142579633990343,0.08171238371222367,0.5,1,1,0.5,1,0.5,2,100,0.7452627365884302,0.13931742706425637
279,2,0.7626549399797319,-0.24039457508718165,0.75,0,1,0.0,1,0.5,2,30,0.961400959760447,0.23228795493926427
280,2,0.4543359600147614,-0.34436431379442634,0.25,0,1,0.5,1,0.5,2,50,0.9058823538378679,0.9422799454315951
281,10,0.4134995901068732,0.23547163440281416,0.5,0,1,0.5,1,0.0,2,100,0.7006703425428887,0.18728744786231016
282,5,0.5595006715097505,-0.4974417330492349,0.25,1,1,0.5,1,0.0,2,50,0.5986250441927874,0.5110858091103303
283,10,0.7170358357658488,0.1954715498076569,0.5,3,2,0.0,1,0.5,2,30,0.609511394576311,0.636915258026711
284,5,0.5117524672267417,-8.497909754049083,0.25,0,0,0.0,1,0.0,2,50,0.893066712283956,0.23781753043305165
285,5,0.32476849505745153,-0.41132107999105827,0.25,3,2,0.5,1,0.5,2,100,0.09501354992835713,0.5607147822716058
286,10,0.6832559161947542,0.013159759765967949,0.25,0,0,0.5,1,0.0,2,30,0.7791959846168637,0.27529190970370493
287,5,0.48124528241424136,-0.08230575268809837,0.25,1,1,0.0,1,0.5,2,50,0.6634513984362423,0.5948324781555695
288,5,0.6228817357132982,0.06372900110473056,0.5,1,0,0.0,1,0.5,2,50,0.5276240288143699,0.5043922458263277
289,2,0.7579987815346686,0.7511499819718379,0.75,1,0,0.0,1,0.5,2,100,0.8902805832170284,0.7898265315424642
290,10,0.7318646722326694,0.48218744159967164,0.75,0,2,0.5,1,0.5,2,50,0.7652871055247976,0.5366573599802051
291,5,0.8461611901715393,0.8256964320413005,0.75,3,1,0.5,1,0.5,2,50,0.9009260892079445,0.012432859631442458
292,2,0.6744771413553482,-1.0215072145619755,0.75,1,1,0.0,1,0.5,2,50,0.9042817590211014,0.6699587061598042
293,5,0.6519527198600406,-4.842080015480923,0.5,0,2,0.0,1,0.0,2,30,0.699951526669261,0.7506517237196384
294,10,0.7621720158203917,0.13216956326484308,0.75,1,1,0.5,1,0.5,2,30,0.4839974824084049,0.18869646562816816
295,10,0.45455923415137145,-0.003787298579833953,0.5,0,1,0.0,1,0.0,2,100,0.6145043961082152,0.4687880372801124
296,5,0.34890535576115944,-0.037885299423744856,0.5,3,0,0.5,1,0.0,2,100,0.7536814051751872,0.39571368747540187
297,2,0.3417632878949205,-3.4222158928010042,0.25,1,1,0.0,1,0.0,2,30,0.9931867847158028,0.9423289090816136
298,10,0.39854885876184465,-0.10620653826775794,0.25,3,0,0.5,1,0.0,2,100,0.7119212216704397,0.16651180605790786
299,10,0.6741718522489999,0.4185609138733969,0.5,1,0,0.5,1,0.5,2,50,0.47312984908911265,0.35511476303779144
300,5,0.5641479607113902,-0.44506984346841993,0.75,1,2,0.0,1,0.5,2,30,0.6348569661852165,0.34784930371540157
301,2,0.42507494934223633,-0.1703053301293318,0.25,1,0,0.0,1,0.0,2,50,0.6048403946025346,0.08906494128833244
302,10,0.7775767579296418,0.49096970102798365,0.75,1,2,0.5,1,0.5,2,30,0.6997610722322533,0.5236319864323522
303,5,0.6742804200751229,0.7238354879399566,0.75,3,0,0.5,1,0.0,2,100,0.8524056508330424,0.44223739630205
304,5,0.5369017217922798,0.4357159013052079,0.5,1,0,0.5,1,0.0,2,100,0.9416661338005055,0.12355094476831173
305,10,0.7531081365871234,-0.22991221389241012,0.75,0,2,0.0,1,0.5,2,30,0.45742519136252796,0.14333228073332197
306,5,0.4274717214152569,-0.05659801328350733,0.5,3,2,0.0,1,0.0,2,30,0.4595278957877015,0.7140217781142936
307,5,0.5994365418186745,0.66478179246636,0.5,1,0,0.5,1,0.5,2,100,0.8789147336858913,0.6273755676636456
308,2,0.5167510839211444,0.3523177186801145,0.5,0,0,0.5,1,0.5,2,100,0.9999311990342893,0.9999957742032287
309,5,0.5685888716242711,0.17978902526930962,0.25,1,0,0.5,1,0.5,2,50,0.730748491277226,0.501531894727499
310,10,0.5992001946322207,0.44939285864467027,0.75,0,2,0.0,1,0.5,2,100,0.8713485199753256,0.2971919997473
311,2,0.835813106334867,0.25428750195132177,0.75,1,0,0.5,1,0.5,2,30,0.8282130831489127,0.03438249599904801
312,5,0.7054601344080573,0.5320426184756744,0.75,1,2,0.0,1,0.5,2,50,0.7705765950669696,0.5382513630893346
313,5,0.4779066045254745,-0.046225512193888596,0.25,3,2,0.5,1,0.5,2,100,0.29624852820597014,0.59536149410656
314,5,0.7950872689913964,0.5244218587215177,0.75,0,1,0.0,1,0.5,2,30,0.9354034518610953,0.5275357958827
315,5,0.6445939275225967,-0.23452201868261846,0.25,3,2,0.0,1,0.5,2,30,0.8224605956457992,0.8870602902382223
316,10,0.6969665817666231,-1.234298261558147,0.5,0,1,0.0,1,0.0,2,30,0.6647823990627324,0.31400333024095617
317,10,0.6834029030007828,-0.18415228124524763,0.5,1,2,0.5,1,0.5,2,30,0.4362005290931027,0.33730567242364545
318,2,0.629651924528109,0.7718536700223693,0.5,1,1,0.5,1,0.0,2,50,0.9481330710846252,0.8259885446910284
319,5,0.7354579673434001,0.5852891285367219,0.75,0,1,0.5,1,0.5,2,100,0.9212207697111395,0.21281299379765015
320,5,0.5646622966222025,0.34444185914458736,0.5,1,1,0.5,1,0.5,2,50,0.5993194202542225,0.20579641578773636
321,10,0.7208776779795367,-0.48101950620970024,0.25,3,2,0.5,1,0.5,2,30,0.818804718640969,0.4212424803371935
322,2,0.7126781714867543,-0.8666247909257618,0.75,0,1,0.5,1,0.0,2,100,0.8653286585328156,0.18183118793220707
323,2,0.5353900904122852,-2.2221294802492433,0.25,0,0,0.0,1,0.5,2,30,0.9806686207526076,0.453878263903249
324,5,0.8458110046456061,0.8208810562872475,0.75,1,1,0.5,1,0.5,2,30,0.47310902219360995,0.8843396615471047
325,10,0.6640434628001375,0.3828414008941443,0.5,0,1,0.5,1,0.5,2,100,0.4011210807728888,0.06858688365817413
326,10,0.6502598036135847,0.08169845804003406,0.5,0,0,0.0,1,0.5,2,50,0.9436616273001641,0.29069387179560763
327,5,0.2737677928602571,-0.31618689751046203,0.25,3,2,0.5,1,0.5,2,100,0.2768316732081006,0.5354774302313032
328,10,0.630781995449361,0.17309922755150575,0.5,0,1,0.0,1,0.5,2,30,0.4227526927139849,0.33186750698283424
329,2,0.7467276012920931,0.72221253037532,0.75,0,1,0.5,1,0.5,2,100,0.9314458510059519,0.09308731985749029
330,10,0.5890755372831421,0.48703116614883,0.75,1,1,0.5,1,0.5,2,100,0.7785758663931455,0.8740502495397444
331,5,0.674483714597045,0.5638353277188886,0.5,0,2,0.5,1,0.5,2,50,0.9915580169824609,0.4268079524792041
332,5,0.48885447068579646,0.057939373841861874,0.5,1,0,0.0,1,0.0,2,100,0.995419084975332,0.9247508992245267
333,2,0.6193650118271765,-0.41692406317427144,0.5,1,0,0.5,1,0.5,2,30,0.41628967741404455,0.44378273237093346
334,5,0.5866220028101686,0.1717030698095834,0.75,1,2,0.5,1,0.5,2,100,0.8151317277907038,0.21162685841044565
335,5,0.26072603458521937,-0.3200373917148851,0.25,3,0,0.0,1,0.5,2,100,0.7401565843724784,0.6409622664787643
336,5,0.5627225761089364,-0.003266101989844339,0.25,0,1,0.5,1,0.0,2,50,0.7899854768518115,0.8682362661685031
337,2,0.23216612892240562,-0.448121061216723,0.25,0,1,0.0,1,0.5,2,50,0.8846220473895395,0.545304990444556
338,10,0.738124468514724,0.24990243905363707,0.75,0,0,0.0,1,0.5,2,50,0.9190730997454518,0.21238571634572354
339,5,0.6271469900438873,-7.135583423942357,0.25,1,1,0.5,1,0.5,2,30,0.9337471251196223,0.9202780816667406
340,5,0.23752698599494904,0.05244913557770392,0.25,0,0,0.0,1,0.5,2,100,0.9330078342800985,0.9821089604647468
341,10,0.73803036530518,0.1106759241259333,0.5,0,2,0.0,1,0.0,2,30,0.5749779921861672,0.6924523790018289
342,5,0.5274049431525264,0.02973634190952501,0.25,0,0,0.5,1,0.5,2,50,0.6627214863509401,0.40393085127216377
343,10,0.7721164393744502,-7.043738363836022,0.75,0,0,0.5,1,0.0,2,50,0.4574572863099857,0.11268233753394705
344,5,0.7484587772684268,0.26032085186702836,0.75,0,2,0.5,1,0.5,2,50,0.9611735948233265,0.7164256794018922
345,10,0.6472120598453401,-0.4181242516932919,0.5,0,2,0.0,1,0.5,2,30,0.28468337227895957,0.48562123056018525
346,10,0.5910339588820429,0.10519876329877031,0.25,3,1,0.0,1,0.5,2,30,0.41532998421629413,0.4110985234374267
347,5,0.1257083907312151,-0.15540808082868507,0.25,3,2,0.5,1,0.5,2,100,0.7770515989861472,0.7812023676274268
348,2,0.04774163102616369,-0.009583488391580852,0.25,0,1,0.5,1,0.5,2,100,0.8025765639508531,0.951386272057804
349,10,0.6259767052876838,0.676576867107543,0.5,1,1,0.5,1,0.0,2,50,0.4038594653796873,0.06444053578506513
350,2,0.6746837438623026,0.4887845193297916,0.75,1,0,0.5,1,0.5,2,30,0.09607918839148516,0.9998406860284599
351,2,0.58548847625303,0.5763509418788926,0.25,0,0,0.5,1,0.0,2,30,0.7161089172150201,0.7048924131113543
352,2,0.5241008725368468,-0.5640013655314144,0.25,0,1,0.5,1,0.5,2,30,0.9707932444286205,0.935011952016209
353,5,0.187241232792124,-0.06958707385878116,0.25,1,0,0.5,1,0.0,2,100,0.15065379309813764,0.9012675965989119
354,10,0.6318915465836885,0.3308355151682385,0.75,1,2,0.0,1,0.0,2,50,0.4088774763876912,0.628253418862888
355,5,0.685891281487892,0.6937902719792088,0.75,0,1,0.5,1,0.5,2,50,0.9437088476248343,0.16762679351797738
356,5,0.8884907640149968,-0.6337013973332337,0.75,0,0,0.5,1,0.5,2,30,0.9344475683306986,0.5007994081121547
357,5,0.7037383263460342,0.1447893415350321,0.75,3,1,0.5,1,0.0,2,100,0.36392717961952675,0.39706483220924976
358,10,0.5933511696938778,-0.45880600691421125,0.5,3,1,0.5,1,0.5,2,100,0.3222755328496646,0.3960741381386444
359,2,0.3456877159666695,-0.454730625817938,0.5,1,1,0.0,1,0.5,2,50,0.7109283291656703,0.7884727469411366
360,10,0.743685494163953,0.560275326121418,0.75,3,0,0.0,1,0.5,2,30,0.9690296131845391,0.6546005407447041
361,10,0.788449573427896,-0.11434441539886775,0.5,0,0,0.5,1,0.5,2,50,0.707960961377745,0.6475935982027505
362,2,0.1394803582974391,-0.5485613078646439,0.25,1,1,0.0,1,0.5,2,100,0.7624084193520256,0.9470130083915242
363,10,0.6997580190474617,0.48299095034213413,0.75,0,0,0.5,1,0.0,2,30,0.4752907567052752,0.3170143209890826
364,10,0.5522350710956875,-1.6292395482882176,0.25,0,1,0.0,1,0.5,2,50,0.6444837812872107,0.7156056390998177
365,5,0.6624072554408427,0.5476862194728558,0.5,3,0,0.5,1,0.5,2,30,0.9934071602167431,0.037311403564892
366,5,0.7001491100453257,-0.27200007216258326,0.75,3,0,0.5,1,0.0,2,30,0.5002280126421167,0.6873358967402088
367,2,0.5207341518018938,-3.28887918947333,0.25,1,0,0.5,1,0.5,2,50,0.9920590800100981,0.8813481694446031
368,5,0.32646997335551586,0.14700118484712144,0.5,3,0,0.5,1,0.0,2,100,0.39681085064128485,0.5181027511617684
369,10,0.3473566344311356,-0.025470357052255643,0.25,3,2,0.0,1,0.5,2,100,0.672354414196359,0.45091615447679506
370,5,0.5815435495613164,-0.6397155696259982,0.25,1,0,0.5,1,0.0,2,50,0.5999827851750754,0.10480753568654094
371,10,0.7127493723491632,0.7554031936529817,0.25,0,2,0.0,1,0.5,2,30,0.26898983598860754,0.595377726713927
372,10,0.7709619510537612,0.7724296395315604,0.75,3,1,0.5,1,0.5,2,50,0.8430660360362259,0.12331026766432862
373,2,0.1647971852471083,0.0019240891843340657,0.25,1,0,0.5,1,0.5,2,100,0.9770475006868178,0.999817627002325
374,2,0.6756723381152379,-12.91058466539592,0.75,1,0,0.0,1,0.0,2,30,0.25558175625735247,0.9883311109925456
375,5,0.7576531178146357,0.7635004092566642,0.75,3,0,0.5,1,0.5,2,100,0.9289691015608061,0.9276939566678156
376,5,0.7670197706888551,0.34795502526041866,0.75,1,2,0.5,1,0.0,2,50,0.4210475078188183,0.8794165763311438
377,2,0.506698569983193,-0.10288818840848557,0.5,1,0,0.0,1,0.5,2,30,0.8783808461789157,0.5746721497798215
378,5,0.5408042648902298,0.8236017430784982,0.25,3,1,0.0,1,0.5,2,50,0.741260982028533,0.3961914680605008
379,5,0.5665956932693734,-1.5439382565331652,0.25,0,0,0.0,1,0.0,2,30,0.5643489307231573,0.396941339834986
380,5,0.7377203247926148,0.0670774767098975,0.75,3,1,0.5,1,0.5,2,30,0.28966290768299296,0.1930708067891665
381,5,0.6759363836768861,0.5848376041336231,0.75,3,1,0.0,1,0.5,2,50,0.8750647850407348,0.2573080366698595
382,5,0.5018247366616578,-0.05901985668861531,0.5,3,2,0.0,1,0.5,2,50,0.5337129364750628,0.29417575207777974
383,10,0.5397360928026484,-0.02506063674818715,0.25,0,0,0.5,1,0.0,2,50,0.8126719967690146,0.07803907046826596
384,5,0.4444527770124934,0.31593914190588235,0.25,0,0,0.5,1,0.0,2,100,0.8296831786095993,0.4978220996476866
385,10,0.8070295778766361,0.8397361225683553,0.75,1,1,0.5,1,0.5,2,30,0.8054237314883054,0.17441544176878496
386,10,0.6957521618267679,-2.1114105513014025,0.75,1,2,0.0,1,0.5,2,30,0.7559482198777201,0.19234603407567366
387,10,0.5970311599724757,-0.863071142227589,0.5,0,1,0.0,1,0.0,2,50,0.9519417466987716,0.6199357462418614
388,5,0.4633515184546739,0.47158140408838223,0.5,1,1,0.5,1,0.5,2,100,0.702737079766289,0.4684641732307002
389,10,0.725640086073708,0.003045612176161283,0.5,1,2,0.5,1,0.5,2,30,0.6920294994018293,0.47836914683205306
390,10,0.6876696438717004,-5.692252099642347,0.5,3,2,0.5,1,0.5,2,50,0.43221794646570894,0.18165427492558459
391,5,0.301237336326623,0.08953411885297946,0.25,1,0,0.5,1,0.5,2,100,0.21345744205264763,0.8999271770436795
392,5,0.635946610546998,0.7725294187143528,0.25,3,2,0.5,1,0.0,2,30,0.7769003681796657,0.5283645822054696
393,10,0.7002390603898425,0.3443637252782594,0.5,0,2,0.5,1,0.5,2,30,0.6858842011652674,0.2043804703304298
394,10,0.7367559585303323,0.50874358403235,0.75,1,2,0.5,1,0.5,2,30,0.6487768815877508,0.5295932319341555
395,2,0.5064253406771224,-0.24367985289327998,0.5,0,1,0.5,1,0.5,2,100,0.9949376112867367,0.3177344713995017
396,2,0.6223704565797497,0.7010542935357407,0.5,0,1,0.5,1,0.5,2,50,0.9130821240116874,0.3656016854999465
397,10,0.5618119516420186,-1.7702523129636578,0.5,0,2,0.0,1,0.0,2,30,0.19516145697465714,0.3588607548691955
398,5,0.8001523693221149,0.1633482417281531,0.75,0,1,0.5,1,0.5,2,30,0.9934849378255859,0.9936906607792495
399,5,0.4274618197041453,0.46704122977938367,0.5,1,0,0.5,1,0.5,2,100,0.9756505929342119,0.7319053677032463
400,2,0.6246203215250474,0.5652196678007262,0.5,1,0,0.5,1,0.5,2,100,0.9999993120741312,0.721527926710106
401,5,0.6075025066642603,-0.8139071634481938,0.25,1,0,0.0,1,0.0,2,30,0.6916252252383014,0.517665343136337
402,5,0.45560698968354885,-0.07619109984428896,0.5,1,0,0.5,1,0.0,2,100,0.8238180047457919,0.40485360811855947
403,5,0.28133590651253226,-0.10845875398641813,0.75,3,2,0.5,1,0.5,2,100,0.667895940322529,0.4573412578222912
404,5,0.7164939281979115,0.7911019400764303,0.75,1,2,0.5,1,0.0,2,30,0.6920192615866799,0.3948272333950525
405,5,0.7777523692237847,0.6206040198603164,0.75,3,0,0.5,1,0.0,2,30,0.7697492488557519,0.33537163675353343
406,2,0.3929002187148134,-0.20511608826127858,0.25,0,1,0.0,1,0.5,2,50,0.8254651539241784,0.3146638916395131
407,10,0.7474034054139369,-0.8851361115864469,0.75,3,2,0.0,1,0.5,2,50,0.6085961025384103,0.8468379527986711
408,10,0.755524254364515,0.6662769114851355,0.75,0,0,0.5,1,0.5,2,30,0.6388984730763567,0.18805876671642918
409,5,0.6155541804707657,-0.023058675167805243,0.5,1,1,0.5,1,0.5,2,30,0.7808867486749987,0.6707117220525147
410,10,0.45904762042153824,0.1352207122783362,0.5,3,1,0.0,1,0.0,2,100,0.6929220436130238,0.24524246978862543
411,10,0.7739391284552151,0.24913451924667285,0.75,3,0,0.5,1,0.5,2,50,0.5884777961739619,0.43965167169370634
412,10,0.7429145555196726,-2.680796245367537,0.5,1,1,0.5,1,0.0,2,50,0.3665871461926543,0.24414132456889565
413,5,0.18330787075776178,-0.17165586372670072,0.25,1,0,0.0,1,0.5,2,100,0.7926822099769659,0.7612504453803205
414,10,0.3384985933560104,-0.17035904187645312,0.25,3,2,0.5,1,0.0,2,100,0.6073873446931971,0.2495452113328339
415,5,0.7204270848866958,-0.6275111338560273,0.5,0,0,0.5,1,0.5,2,50,0.9967813019012857,0.9609845505840724
416,10,0.7436140965864441,-0.7170272684000525,0.75,3,0,0.5,1,0.0,2,30,0.8928174536409306,0.3630209017342112
417,10,0.7558346990175902,0.2900440269479271,0.75,3,0,0.0,1,0.5,2,30,0.9747511013298534,0.47054875090508524
418,2,0.749347316738896,0.8669294198091755,0.75,0,0,0.5,1,0.5,2,30,0.8509663167722435,0.9727698363319432
419,2,0.4466275728915472,-1.992981770053082,0.25,0,0,0.5,1,0.5,2,50,0.7813803941953196,0.9950710517759648
420,10,0.7361077438002825,0.35518578134855405,0.75,1,0,0.0,1,0.0,2,50,0.9920768818051416,0.37280832612648684
421,5,0.5743830008365525,0.12409741274056874,0.25,1,2,0.5,1,0.5,2,50,0.8368572861824678,0.7010721973239513
422,5,0.6560402056082013,0.47015843396863444,0.75,3,0,0.5,1,0.0,2,50,0.35102898886828215,0.31222611327260763
423,2,0.17921932675047259,-0.2112724296667028,0.25,0,1,0.5,1,0.5,2,100,0.7612273391037635,0.9466081870865006
424,10,0.7235483221837681,-0.0704103184337177,0.75,3,2,0.5,1,0.5,2,30,0.4724331633018132,0.2410141031355148
425,5,0.6592257243530932,-0.5679510534018242,0.25,0,1,0.5,1,0.5,2,30,0.2763650466628582,0.6372983708381335
426,10,0.746142504759897,-1.1307136805486948,0.75,3,1,0.0,1,0.5,2,50,0.7225713761245879,0.14183672049394336
427,5,0.459168711102374,-0.5224505613166908,0.5,0,2,0.0,1,0.5,2,30,0.6578681818937963,0.8793402316012269
428,10,0.6724056817814513,0.32403765472268686,0.5,1,0,0.5,1,0.5,2,50,0.8841005234311197,0.13408563669345797
429,2,0.3549924019654963,-0.7544024193459267,0.5,1,1,0.0,1,0.5,2,50,0.9530751251010385,0.7264228452044675
430,5,0.6049478150611316,-0.13529949020127585,0.25,3,1,0.5,1,0.5,2,30,0.6250609936447699,0.80493126221324
431,5,0.7288088770351122,0.5334846634675341,0.75,0,0,0.5,1,0.5,2,100,0.981100202032829,0.08984097459315565
432,5,0.5062401474032986,0.4239510723728305,0.25,0,2,0.5,1,0.5,2,50,0.9811359690758905,0.641367303275983
433,5,0.5581576068120491,-0.6078218626257734,0.5,0,1,0.5,1,0.0,2,50,0.9805577772687248,0.1677465180522751
434,10,0.6221325843669933,0.35492589307963773,0.75,3,2,0.5,1,0.5,2,100,0.5553914566052699,0.2389511425532089
435,5,0.6547157198054585,0.1250143614584044,0.75,1,0,0.5,1,0.5,2,50,0.9840937173881377,0.5662248518660867
436,2,0.5524252886703226,-0.21676696606502022,0.75,1,1,0.5,1,0.5,2,100,0.14618751556668963,0.31164843982532686
437,10,0.8099787936669745,-7.911351224424086,0.75,3,0,0.0,1,0.5,2,50,0.6469875074244569,0.09111494434680226
438,10,0.7572699113665865,0.49208238356347667,0.75,1,0,0.5,1,0.5,2,50,0.9849824526590726,0.30648262156326617
439,2,0.4364067176279357,0.32982663686171154,0.25,1,1,0.0,1,0.0,2,50,0.97502706366509,0.8919986884209586
440,2,0.626190039783435,0.11149925831616525,0.75,0,1,0.5,1,0.5,2,50,0.8732221351017149,0.8359679748531087
441,10,0.8058585001942262,0.27384843536317804,0.5,3,2,0.5,1,0.0,2,30,0.23427066200713043,0.9487413959990618
442,10,0.8060030245776156,-31.85343801139247,0.75,1,0,0.5,1,0.5,2,30,0.8620720602551732,0.0659133172659979
443,5,0.4733925835401209,-0.2683092355259711,0.5,0,2,0.0,1,0.5,2,100,0.9390785522125051,0.13587613931762763
444,10,0.6641079348735972,0.3722100101208756,0.75,3,1,0.5,1,0.0,2,100,0.5044563387126086,0.2356115887838331
445,5,0.4561681123524106,-0.7584999775791155,0.25,3,1,0.0,1,0.5,2,50,0.8966519236849536,0.5731026938760057
