"","V","Imp"
"1",1,0.0649538794439947
"2",2,0.136090392888939
"3",3,0.0244051477717745
"4",4,0.11810028283123
"5",5,0.0457992375817811
"6",6,0.00695672901302285
"7",7,0.00555438963485663
"8",8,0.000190079792023479
"9",9,0.176921929134052
"10",10,0.168869157616892
