"","V","Imp"
"1",1,0.231402733217995
"2",2,0.00733752366185597
"3",3,0.000545300559666093
"4",4,0.0231394136977718
"5",5,0.371437319480106
"6",6,0.186697142135965
"7",7,0.0689572247047057
"8",8,0.0942624201960713
"9",9,0.0353499388793555
"10",10,0.0201122887422225
