"","V","Imp"
"1",1,0.000691096973295947
"2",2,0.00348034443585663
"3",3,0.000817070069652538
"4",4,0.000147332814174284
"5",5,0.00371970373498927
"6",6,6.68230650885934e-05
"7",7,3.9327559015055e-06
"8",8,0.0260014444683777
"9",9,0.000502388367208965
"10",10,0.0270539847533539
