"","release_type","run","sex","release_location_rmis_basin","age","brood_year","length","y_n","release_length"
"1","one_YO_fall",1,"M","DESC",3,1987,490.42,50,132.34472743521
"2","one_YO_fall",1,"M","DESC",3,1988,506.111111111111,63,132.34472743521
"3","one_YO_fall",1,"M","DESC",3,1992,500.30303030303,198,132.34472743521
"4","one_YO_fall",1,"M","DESC",3,1993,543.37962962963,108,132.34472743521
"5","one_YO_fall",1,"M","DESC",3,1995,560.204081632653,98,132.34472743521
"6","one_YO_fall",1,"M","DESC",3,1996,499.622950819672,1220,132.34472743521
"7","one_YO_fall",1,"M","DESC",3,1997,509.66,100,132.34472743521
"8","one_YO_fall",1,"M","DESC",3,1998,562.732793522267,247,132.34472743521
"9","one_YO_fall",1,"M","DESC",3,1999,489.176470588235,34,132.34472743521
"10","one_YO_fall",1,"M","DESC",3,2000,540,139,132.34472743521
"11","one_YO_fall",1,"M","DESC",3,2002,532.127659574468,47,132.34472743521
"12","one_YO_fall",1,"M","DESC",3,2005,553.333333333333,39,132.34472743521
"13","one_YO_fall",1,"M","DESC",4,1981,725.333333333333,15,132.34472743521
"14","one_YO_fall",1,"M","DESC",4,1987,668.052631578947,285,132.34472743521
"15","one_YO_fall",1,"M","DESC",4,1988,684.324324324324,333,132.34472743521
"16","one_YO_fall",1,"M","DESC",4,1991,724.788732394366,71,132.34472743521
"17","one_YO_fall",1,"M","DESC",4,1992,721.55637254902,408,132.34472743521
"18","one_YO_fall",1,"M","DESC",4,1993,745.969626168224,428,132.34472743521
"19","one_YO_fall",1,"M","DESC",4,1995,735.44592476489,1276,132.34472743521
"20","one_YO_fall",1,"M","DESC",4,1996,710.96409615985,3203,132.34472743521
"21","one_YO_fall",1,"M","DESC",4,1997,733.45558739255,698,132.34472743521
"22","one_YO_fall",1,"M","DESC",4,1998,731.487261146497,628,132.34472743521
"23","one_YO_fall",1,"M","DESC",4,1999,722.716417910448,201,132.34472743521
"24","one_YO_fall",1,"M","DESC",4,2000,714.762973352034,713,132.34472743521
"25","one_YO_fall",1,"M","DESC",4,2002,693.458333333333,480,132.34472743521
"26","one_YO_fall",1,"M","DESC",4,2003,694.256559766764,343,132.34472743521
"27","one_YO_fall",1,"M","DESC",4,2005,741.323529411765,136,132.34472743521
"28","one_YO_fall",1,"M","DESC",4,2006,726.933797909408,287,132.34472743521
"29","one_YO_fall",3,"F","YOCL",3,1983,653.95652173913,46,121.772329566168
"30","one_YO_fall",3,"F","YOCL",3,1984,642.25,32,121.772329566168
"31","one_YO_fall",3,"F","YOCL",3,1985,688.571428571429,112,121.772329566168
"32","one_YO_fall",3,"F","YOCL",3,1986,652.432432432432,37,121.772329566168
"33","one_YO_fall",3,"F","YOCL",3,1987,661.897959183673,196,121.772329566168
"34","one_YO_fall",3,"F","YOCL",3,1988,662.566552901024,293,121.772329566168
"35","one_YO_fall",3,"F","YOCL",3,1991,655.11320754717,106,121.772329566168
"36","one_YO_fall",3,"F","YOCL",3,1992,680.432989690722,485,121.772329566168
"37","one_YO_fall",3,"F","YOCL",3,1993,631.928571428571,28,121.772329566168
"38","one_YO_fall",3,"F","YOCL",3,1994,639.692307692308,13,121.772329566168
"39","one_YO_fall",3,"F","YOCL",3,1997,686.028571428571,35,121.772329566168
"40","one_YO_fall",3,"F","YOCL",3,1998,681.136363636364,22,121.772329566168
"41","one_YO_fall",3,"F","YOCL",3,1999,684.063492063492,126,121.772329566168
"42","one_YO_fall",3,"F","YOCL",3,2000,685.96,25,121.772329566168
"43","one_YO_fall",3,"F","YOCL",3,2002,704.333333333333,30,121.772329566168
"44","one_YO_fall",3,"F","YOCL",3,2004,690.48275862069,29,121.772329566168
"45","one_YO_fall",3,"F","YOCL",4,1983,787.625806451613,155,121.772329566168
"46","one_YO_fall",3,"F","YOCL",4,1984,742.077868852459,244,121.772329566168
"47","one_YO_fall",3,"F","YOCL",4,1985,789.525222551929,337,121.772329566168
"48","one_YO_fall",3,"F","YOCL",4,1986,775.300578034682,346,121.772329566168
"49","one_YO_fall",3,"F","YOCL",4,1987,766.514541387025,447,121.772329566168
"50","one_YO_fall",3,"F","YOCL",4,1988,763.220930232558,344,121.772329566168
"51","one_YO_fall",3,"F","YOCL",4,1990,760.8984375,256,121.772329566168
"52","one_YO_fall",3,"F","YOCL",4,1991,780.340909090909,264,121.772329566168
"53","one_YO_fall",3,"F","YOCL",4,1992,765.824451410658,319,121.772329566168
"54","one_YO_fall",3,"F","YOCL",4,1993,770.818181818182,66,121.772329566168
"55","one_YO_fall",3,"F","YOCL",4,1994,723.613636363636,44,121.772329566168
"56","one_YO_fall",3,"F","YOCL",4,1995,702.933333333333,15,121.772329566168
"57","one_YO_fall",3,"F","YOCL",4,1996,770.636363636364,44,121.772329566168
"58","one_YO_fall",3,"F","YOCL",4,1997,831.196078431373,51,121.772329566168
"59","one_YO_fall",3,"F","YOCL",4,1998,825.43661971831,71,121.772329566168
"60","one_YO_fall",3,"F","YOCL",4,1999,822.260869565217,161,121.772329566168
"61","one_YO_fall",3,"F","YOCL",4,2000,813.111111111111,54,121.772329566168
"62","one_YO_fall",3,"F","YOCL",4,2002,819.206896551724,29,121.772329566168
"63","one_YO_fall",3,"F","YOCL",4,2004,850.833333333333,24,121.772329566168
"64","one_YO_fall",3,"M","YOCL",3,1983,661.45652173913,92,121.307906824147
"65","one_YO_fall",3,"M","YOCL",3,1984,619.084337349398,83,121.307906824147
"66","one_YO_fall",3,"M","YOCL",3,1985,683.813333333333,75,121.307906824147
"67","one_YO_fall",3,"M","YOCL",3,1986,641.573529411765,136,121.307906824147
"68","one_YO_fall",3,"M","YOCL",3,1987,644.325259515571,289,121.307906824147
"69","one_YO_fall",3,"M","YOCL",3,1988,693.992277992278,259,121.307906824147
"70","one_YO_fall",3,"M","YOCL",3,1991,673.655629139073,151,121.307906824147
"71","one_YO_fall",3,"M","YOCL",3,1992,709.500770416025,649,121.307906824147
"72","one_YO_fall",3,"M","YOCL",3,1993,624.666666666667,84,121.307906824147
"73","one_YO_fall",3,"M","YOCL",3,1994,616.8,20,121.307906824147
"74","one_YO_fall",3,"M","YOCL",3,1996,640,15,121.307906824147
"75","one_YO_fall",3,"M","YOCL",3,1997,663.833333333333,42,121.307906824147
"76","one_YO_fall",3,"M","YOCL",3,1998,709.188679245283,53,121.307906824147
"77","one_YO_fall",3,"M","YOCL",3,1999,707.562874251497,167,121.307906824147
"78","one_YO_fall",3,"M","YOCL",3,2000,693.555555555556,27,121.307906824147
"79","one_YO_fall",3,"M","YOCL",3,2002,697.28,25,121.307906824147
"80","one_YO_fall",3,"M","YOCL",3,2004,722.6,40,121.307906824147
"81","one_YO_fall",3,"M","YOCL",4,1983,839.392857142857,84,121.307906824147
"82","one_YO_fall",3,"M","YOCL",4,1984,764.646341463415,164,121.307906824147
"83","one_YO_fall",3,"M","YOCL",4,1985,829.071428571429,196,121.307906824147
"84","one_YO_fall",3,"M","YOCL",4,1986,815.976878612717,173,121.307906824147
"85","one_YO_fall",3,"M","YOCL",4,1987,831.306878306878,189,121.307906824147
"86","one_YO_fall",3,"M","YOCL",4,1988,816.855555555556,180,121.307906824147
"87","one_YO_fall",3,"M","YOCL",4,1990,833.818181818182,110,121.307906824147
"88","one_YO_fall",3,"M","YOCL",4,1991,843.823529411765,170,121.307906824147
"89","one_YO_fall",3,"M","YOCL",4,1992,846.416974169742,271,121.307906824147
"90","one_YO_fall",3,"M","YOCL",4,1993,797.477272727273,44,121.307906824147
"91","one_YO_fall",3,"M","YOCL",4,1994,814.111111111111,27,121.307906824147
"92","one_YO_fall",3,"M","YOCL",4,1995,866,16,121.307906824147
"93","one_YO_fall",3,"M","YOCL",4,1996,816.055555555556,36,121.307906824147
"94","one_YO_fall",3,"M","YOCL",4,1997,874.018181818182,55,121.307906824147
"95","one_YO_fall",3,"M","YOCL",4,1998,865.571428571429,42,121.307906824147
"96","one_YO_fall",3,"M","YOCL",4,1999,891.372093023256,86,121.307906824147
"97","one_YO_fall",3,"M","YOCL",4,2000,879.636363636364,22,121.307906824147
"98","one_YO_fall",3,"M","YOCL",4,2002,864.166666666667,12,121.307906824147
"99","one_YO_summer",2,"F","PRGC",4,1977,858.125,48,99.3848895224519
"100","one_YO_summer",2,"F","PRGC",4,1984,848.235294117647,51,99.3848895224519
"101","one_YO_summer",2,"F","PRGC",4,1985,830.555555555556,54,99.3848895224519
"102","one_YO_summer",2,"F","PRGC",4,1993,832.5,12,99.3848895224519
"103","one_YO_summer",2,"F","PRGC",4,1995,851.637931034483,116,99.3848895224519
"104","one_YO_summer",2,"F","PRGC",4,1996,869.287211740042,477,99.3848895224519
"105","one_YO_summer",2,"F","PRGC",4,1998,869.84375,64,99.3848895224519
"106","one_YO_summer",2,"F","PRGC",4,1999,845.700934579439,107,99.3848895224519
"107","one_YO_summer",2,"F","PRGC",4,2001,836.9,200,99.3848895224519
"108","one_YO_summer",2,"F","PRGC",4,2002,857.647058823529,34,99.3848895224519
"109","one_YO_summer",2,"F","PRGC",4,2008,840.620689655172,145,99.3848895224519
"110","one_YO_summer",2,"F","PRGC",4,2009,797.322720694645,691,99.3848895224519
"111","one_YO_summer",2,"F","PRGC",5,1977,920,12,99.3848895224519
"112","one_YO_summer",2,"F","PRGC",5,1984,924.516129032258,31,99.3848895224519
"113","one_YO_summer",2,"F","PRGC",5,1985,886.666666666667,18,99.3848895224519
"114","one_YO_summer",2,"F","PRGC",5,1989,870,15,99.3848895224519
"115","one_YO_summer",2,"F","PRGC",5,1993,927.142857142857,21,99.3848895224519
"116","one_YO_summer",2,"F","PRGC",5,1995,909.245283018868,53,99.3848895224519
"117","one_YO_summer",2,"F","PRGC",5,1996,965.633802816901,71,99.3848895224519
"118","one_YO_summer",2,"F","PRGC",5,1998,893,20,99.3848895224519
"119","one_YO_summer",2,"F","PRGC",5,1999,906.538461538462,130,99.3848895224519
"120","one_YO_summer",2,"F","PRGC",5,2001,917.225806451613,155,99.3848895224519
"121","one_YO_summer",2,"F","PRGC",5,2002,904.117647058824,17,99.3848895224519
"122","one_YO_summer",2,"F","PRGC",5,2008,849.230769230769,26,99.3848895224519
"123","one_YO_summer",2,"F","PRGC",5,2009,870.142857142857,140,99.3848895224519
"124","one_YO_summer",2,"M","PRGC",3,1977,610.47619047619,63,97.9303043670049
"125","one_YO_summer",2,"M","PRGC",3,1983,652.857142857143,21,97.9303043670049
"126","one_YO_summer",2,"M","PRGC",3,1984,657.551020408163,49,97.9303043670049
"127","one_YO_summer",2,"M","PRGC",3,1986,626,15,97.9303043670049
"128","one_YO_summer",2,"M","PRGC",3,1989,643.333333333333,18,97.9303043670049
"129","one_YO_summer",2,"M","PRGC",3,1995,654.705882352941,34,97.9303043670049
"130","one_YO_summer",2,"M","PRGC",3,1996,679.380530973451,226,97.9303043670049
"131","one_YO_summer",2,"M","PRGC",3,1998,735.92,25,97.9303043670049
"132","one_YO_summer",2,"M","PRGC",3,2001,733.529411764706,34,97.9303043670049
"133","one_YO_summer",2,"M","PRGC",3,2008,701.021505376344,186,97.9303043670049
"134","one_YO_summer",2,"M","PRGC",3,2009,674.041095890411,146,97.9303043670049
"135","one_YO_summer",2,"M","PRGC",4,1977,840.952380952381,63,97.9303043670049
"136","one_YO_summer",2,"M","PRGC",4,1984,762,30,97.9303043670049
"137","one_YO_summer",2,"M","PRGC",4,1985,793.636363636364,33,97.9303043670049
"138","one_YO_summer",2,"M","PRGC",4,1993,821.666666666667,18,97.9303043670049
"139","one_YO_summer",2,"M","PRGC",4,1995,814.038461538462,104,97.9303043670049
"140","one_YO_summer",2,"M","PRGC",4,1996,828.786802030457,197,97.9303043670049
"141","one_YO_summer",2,"M","PRGC",4,1998,856.176470588235,51,97.9303043670049
"142","one_YO_summer",2,"M","PRGC",4,1999,833.571428571429,56,97.9303043670049
"143","one_YO_summer",2,"M","PRGC",4,2001,835.984251968504,127,97.9303043670049
"144","one_YO_summer",2,"M","PRGC",4,2002,842.941176470588,17,97.9303043670049
"145","one_YO_summer",2,"M","PRGC",4,2008,824.594594594595,74,97.9303043670049
"146","one_YO_summer",2,"M","PRGC",4,2009,770.509578544061,522,97.9303043670049
"147","one_YO_summer",3,"F","COWL",3,1977,705.625,48,88.4933998088399
"148","one_YO_summer",3,"F","COWL",3,1978,730.4,25,88.4933998088399
"149","one_YO_summer",3,"F","COWL",3,1980,692.058823529412,68,88.4933998088399
"150","one_YO_summer",3,"F","COWL",3,1982,713.636363636364,11,88.4933998088399
"151","one_YO_summer",3,"F","COWL",3,1983,730.529411764706,136,88.4933998088399
"152","one_YO_summer",3,"F","COWL",3,1984,713.733333333333,75,88.4933998088399
"153","one_YO_summer",3,"F","COWL",3,1986,702.857142857143,21,88.4933998088399
"154","one_YO_summer",3,"F","COWL",3,1988,731.052631578947,38,88.4933998088399
"155","one_YO_summer",3,"F","COWL",3,1989,672.5,12,88.4933998088399
"156","one_YO_summer",3,"F","COWL",3,1990,649.393939393939,33,88.4933998088399
"157","one_YO_summer",3,"F","COWL",3,1991,656,30,88.4933998088399
"158","one_YO_summer",3,"F","COWL",3,1992,701,30,88.4933998088399
"159","one_YO_summer",3,"F","COWL",3,1993,704.375,80,88.4933998088399
"160","one_YO_summer",3,"F","COWL",3,1995,711.891891891892,37,88.4933998088399
"161","one_YO_summer",3,"F","COWL",3,1996,746.521739130435,23,88.4933998088399
"162","one_YO_summer",3,"F","COWL",3,1998,719.071428571429,126,88.4933998088399
"163","one_YO_summer",3,"F","COWL",3,1999,720.833333333333,24,88.4933998088399
"164","one_YO_summer",3,"F","COWL",3,2000,704.333333333333,12,88.4933998088399
"165","one_YO_summer",3,"F","COWL",3,2001,702.5,12,88.4933998088399
"166","one_YO_summer",3,"F","COWL",3,2002,752.857142857143,35,88.4933998088399
"167","one_YO_summer",3,"F","COWL",3,2003,751.923076923077,26,88.4933998088399
"168","one_YO_summer",3,"F","COWL",3,2004,735.789473684211,38,88.4933998088399
"169","one_YO_summer",3,"F","COWL",3,2005,752.380952380952,63,88.4933998088399
"170","one_YO_summer",3,"F","COWL",3,2006,735.723684210526,152,88.4933998088399
"171","one_YO_summer",3,"F","COWL",3,2007,733.464566929134,254,88.4933998088399
"172","one_YO_summer",3,"F","COWL",3,2008,746.037735849057,106,88.4933998088399
"173","one_YO_summer",3,"F","COWL",3,2009,730.212765957447,47,88.4933998088399
"174","one_YO_summer",3,"F","COWL",4,1977,853.855799373041,319,88.4933998088399
"175","one_YO_summer",3,"F","COWL",4,1978,831.294444444444,180,88.4933998088399
"176","one_YO_summer",3,"F","COWL",4,1980,818.854368932039,309,88.4933998088399
"177","one_YO_summer",3,"F","COWL",4,1981,832.597402597403,154,88.4933998088399
"178","one_YO_summer",3,"F","COWL",4,1982,830.485436893204,103,88.4933998088399
"179","one_YO_summer",3,"F","COWL",4,1983,830.495049504951,303,88.4933998088399
"180","one_YO_summer",3,"F","COWL",4,1984,832.377819548872,532,88.4933998088399
"181","one_YO_summer",3,"F","COWL",4,1985,821.007751937984,129,88.4933998088399
"182","one_YO_summer",3,"F","COWL",4,1986,803.821138211382,123,88.4933998088399
"183","one_YO_summer",3,"F","COWL",4,1987,794.444444444444,54,88.4933998088399
"184","one_YO_summer",3,"F","COWL",4,1988,822.162162162162,111,88.4933998088399
"185","one_YO_summer",3,"F","COWL",4,1989,831.2,25,88.4933998088399
"186","one_YO_summer",3,"F","COWL",4,1990,802.366197183099,355,88.4933998088399
"187","one_YO_summer",3,"F","COWL",4,1991,800,101,88.4933998088399
"188","one_YO_summer",3,"F","COWL",4,1992,829.305555555556,216,88.4933998088399
"189","one_YO_summer",3,"F","COWL",4,1993,818.616071428571,224,88.4933998088399
"190","one_YO_summer",3,"F","COWL",4,1994,822.8125,32,88.4933998088399
"191","one_YO_summer",3,"F","COWL",4,1995,816.412213740458,131,88.4933998088399
"192","one_YO_summer",3,"F","COWL",4,1996,856.153846153846,39,88.4933998088399
"193","one_YO_summer",3,"F","COWL",4,1997,836.065573770492,183,88.4933998088399
"194","one_YO_summer",3,"F","COWL",4,1998,855.268292682927,205,88.4933998088399
"195","one_YO_summer",3,"F","COWL",4,1999,829.350649350649,308,88.4933998088399
"196","one_YO_summer",3,"F","COWL",4,2000,794.404761904762,42,88.4933998088399
"197","one_YO_summer",3,"F","COWL",4,2001,809.863636363636,220,88.4933998088399
"198","one_YO_summer",3,"F","COWL",4,2002,831.666666666667,90,88.4933998088399
"199","one_YO_summer",3,"F","COWL",4,2003,844.375,64,88.4933998088399
"200","one_YO_summer",3,"F","COWL",4,2004,846,45,88.4933998088399
"201","one_YO_summer",3,"F","COWL",4,2005,827.363184079602,201,88.4933998088399
"202","one_YO_summer",3,"F","COWL",4,2006,822.692307692308,286,88.4933998088399
"203","one_YO_summer",3,"F","COWL",4,2007,823.070607553366,609,88.4933998088399
"204","one_YO_summer",3,"F","COWL",4,2008,795.037037037037,135,88.4933998088399
"205","one_YO_summer",3,"F","COWL",4,2009,819.733333333333,150,88.4933998088399
"206","one_YO_summer",3,"F","COWL",5,1977,905.922330097087,103,88.4933998088399
"207","one_YO_summer",3,"F","COWL",5,1978,906.666666666667,27,88.4933998088399
"208","one_YO_summer",3,"F","COWL",5,1980,877.078651685393,89,88.4933998088399
"209","one_YO_summer",3,"F","COWL",5,1981,926.388888888889,36,88.4933998088399
"210","one_YO_summer",3,"F","COWL",5,1982,904,25,88.4933998088399
"211","one_YO_summer",3,"F","COWL",5,1983,913.023255813953,43,88.4933998088399
"212","one_YO_summer",3,"F","COWL",5,1984,902.602040816327,196,88.4933998088399
"213","one_YO_summer",3,"F","COWL",5,1985,882.903225806452,31,88.4933998088399
"214","one_YO_summer",3,"F","COWL",5,1987,912.307692307692,13,88.4933998088399
"215","one_YO_summer",3,"F","COWL",5,1988,856,15,88.4933998088399
"216","one_YO_summer",3,"F","COWL",5,1990,874.666666666667,45,88.4933998088399
"217","one_YO_summer",3,"F","COWL",5,1991,892.857142857143,21,88.4933998088399
"218","one_YO_summer",3,"F","COWL",5,1992,876,45,88.4933998088399
"219","one_YO_summer",3,"F","COWL",5,1993,890.344827586207,29,88.4933998088399
"220","one_YO_summer",3,"F","COWL",5,1994,938.571428571429,14,88.4933998088399
"221","one_YO_summer",3,"F","COWL",5,1995,907.333333333333,15,88.4933998088399
"222","one_YO_summer",3,"F","COWL",5,1996,845.714285714286,14,88.4933998088399
"223","one_YO_summer",3,"F","COWL",5,1997,902.380952380952,21,88.4933998088399
"224","one_YO_summer",3,"F","COWL",5,1998,885.714285714286,28,88.4933998088399
"225","one_YO_summer",3,"F","COWL",5,1999,872,80,88.4933998088399
"226","one_YO_summer",3,"F","COWL",5,2000,860,54,88.4933998088399
"227","one_YO_summer",3,"F","COWL",5,2001,898.148148148148,81,88.4933998088399
"228","one_YO_summer",3,"F","COWL",5,2002,895,18,88.4933998088399
"229","one_YO_summer",3,"F","COWL",5,2005,886.363636363636,11,88.4933998088399
"230","one_YO_summer",3,"F","COWL",5,2006,854.255319148936,47,88.4933998088399
"231","one_YO_summer",3,"F","COWL",5,2007,850.27397260274,73,88.4933998088399
"232","one_YO_summer",3,"F","COWL",5,2008,864.705882352941,17,88.4933998088399
"233","one_YO_summer",3,"F","COWL",5,2009,772.5,12,88.4933998088399
"234","one_YO_summer",3,"F","GREL",3,1977,770.536842105263,285,88.4933998088399
"235","one_YO_summer",3,"F","GREL",3,1978,805.072463768116,69,88.4933998088399
"236","one_YO_summer",3,"F","GREL",3,1979,796.647668393782,193,88.4933998088399
"237","one_YO_summer",3,"F","GREL",3,1980,802.220338983051,177,88.4933998088399
"238","one_YO_summer",3,"F","GREL",3,1981,765.100917431193,109,88.4933998088399
"239","one_YO_summer",3,"F","GREL",3,1984,788,22,88.4933998088399
"240","one_YO_summer",3,"F","GREL",3,1985,762.272727272727,66,88.4933998088399
"241","one_YO_summer",3,"F","GREL",3,1988,819.642857142857,28,88.4933998088399
"242","one_YO_summer",3,"F","GREL",3,1989,747.869565217391,23,88.4933998088399
"243","one_YO_summer",3,"F","GREL",3,1991,769.932075471698,265,88.4933998088399
"244","one_YO_summer",3,"F","GREL",3,1992,772.528662420382,314,88.4933998088399
"245","one_YO_summer",3,"F","GREL",3,1993,758.125,144,88.4933998088399
"246","one_YO_summer",3,"F","GREL",3,1995,714.75,40,88.4933998088399
"247","one_YO_summer",3,"F","GREL",3,1996,711.025641025641,39,88.4933998088399
"248","one_YO_summer",3,"F","GREL",3,1998,784.814814814815,27,88.4933998088399
"249","one_YO_summer",3,"F","GREL",3,1999,797.866666666667,30,88.4933998088399
"250","one_YO_summer",3,"F","GREL",3,2000,784.210526315789,38,88.4933998088399
"251","one_YO_summer",3,"F","GREL",3,2001,784.285714285714,14,88.4933998088399
"252","one_YO_summer",3,"F","GREL",3,2002,819.259259259259,27,88.4933998088399
"253","one_YO_summer",3,"F","GREL",3,2004,791.333333333333,39,88.4933998088399
"254","one_YO_summer",3,"F","GREL",3,2005,831.25,64,88.4933998088399
"255","one_YO_summer",3,"F","GREL",3,2006,763.061224489796,49,88.4933998088399
"256","one_YO_summer",3,"F","GREL",3,2007,789.53125,64,88.4933998088399
"257","one_YO_summer",3,"F","GREL",3,2008,768.333333333333,12,88.4933998088399
"258","one_YO_summer",3,"F","GREL",4,1977,876.736842105263,95,88.4933998088399
"259","one_YO_summer",3,"F","GREL",4,1978,870.714285714286,84,88.4933998088399
"260","one_YO_summer",3,"F","GREL",4,1979,858.286666666667,150,88.4933998088399
"261","one_YO_summer",3,"F","GREL",4,1980,832,85,88.4933998088399
"262","one_YO_summer",3,"F","GREL",4,1981,878.533333333333,60,88.4933998088399
"263","one_YO_summer",3,"F","GREL",4,1982,850.788732394366,71,88.4933998088399
"264","one_YO_summer",3,"F","GREL",4,1984,866.672064777328,247,88.4933998088399
"265","one_YO_summer",3,"F","GREL",4,1985,871.226932668329,401,88.4933998088399
"266","one_YO_summer",3,"F","GREL",4,1988,907.333333333333,18,88.4933998088399
"267","one_YO_summer",3,"F","GREL",4,1989,778.512820512821,39,88.4933998088399
"268","one_YO_summer",3,"F","GREL",4,1990,792.108108108108,37,88.4933998088399
"269","one_YO_summer",3,"F","GREL",4,1991,832.686567164179,67,88.4933998088399
"270","one_YO_summer",3,"F","GREL",4,1992,823.477876106195,226,88.4933998088399
"271","one_YO_summer",3,"F","GREL",4,1993,846.505376344086,186,88.4933998088399
"272","one_YO_summer",3,"F","GREL",4,1994,875.357142857143,28,88.4933998088399
"273","one_YO_summer",3,"F","GREL",4,1995,826.521739130435,115,88.4933998088399
"274","one_YO_summer",3,"F","GREL",4,1996,844.74358974359,78,88.4933998088399
"275","one_YO_summer",3,"F","GREL",4,1997,846,30,88.4933998088399
"276","one_YO_summer",3,"F","GREL",4,1998,893.452380952381,84,88.4933998088399
"277","one_YO_summer",3,"F","GREL",4,1999,906.261980830671,313,88.4933998088399
"278","one_YO_summer",3,"F","GREL",4,2000,887.734375,128,88.4933998088399
"279","one_YO_summer",3,"F","GREL",4,2001,890,36,88.4933998088399
"280","one_YO_summer",3,"F","GREL",4,2002,918.333333333333,30,88.4933998088399
"281","one_YO_summer",3,"F","GREL",4,2003,868.333333333333,18,88.4933998088399
"282","one_YO_summer",3,"F","GREL",4,2004,856.315789473684,19,88.4933998088399
"283","one_YO_summer",3,"F","GREL",4,2005,934.233333333333,30,88.4933998088399
"284","one_YO_summer",3,"F","GREL",4,2006,862.553571428571,56,88.4933998088399
"285","one_YO_summer",3,"F","GREL",4,2007,873.027397260274,73,88.4933998088399
"286","one_YO_summer",3,"F","GREL",4,2009,819.285714285714,14,88.4933998088399
"287","one_YO_summer",3,"F","LEWI",4,1977,866.666666666667,78,88.4933998088399
"288","one_YO_summer",3,"F","LEWI",4,1978,847.727272727273,44,88.4933998088399
"289","one_YO_summer",3,"F","LEWI",4,1979,840.748251748252,143,88.4933998088399
"290","one_YO_summer",3,"F","LEWI",4,1980,835.483870967742,31,88.4933998088399
"291","one_YO_summer",3,"F","LEWI",4,1981,856.363636363636,22,88.4933998088399
"292","one_YO_summer",3,"F","LEWI",4,1982,870.588235294118,34,88.4933998088399
"293","one_YO_summer",3,"F","LEWI",4,1983,874.324324324324,37,88.4933998088399
"294","one_YO_summer",3,"F","LEWI",4,1984,855.454545454545,22,88.4933998088399
"295","one_YO_summer",3,"F","LEWI",4,1985,828.524590163934,61,88.4933998088399
"296","one_YO_summer",3,"F","LEWI",4,1986,860.657894736842,76,88.4933998088399
"297","one_YO_summer",3,"F","LEWI",4,1987,854.230769230769,52,88.4933998088399
"298","one_YO_summer",3,"F","LEWI",4,1988,839.537037037037,54,88.4933998088399
"299","one_YO_summer",3,"F","LEWI",4,1990,808.085106382979,47,88.4933998088399
"300","one_YO_summer",3,"F","LEWI",4,1991,828.333333333333,24,88.4933998088399
"301","one_YO_summer",3,"F","LEWI",4,1992,853.793103448276,29,88.4933998088399
"302","one_YO_summer",3,"F","LEWI",4,1993,863.658536585366,41,88.4933998088399
"303","one_YO_summer",3,"F","LEWI",4,1994,830,14,88.4933998088399
"304","one_YO_summer",3,"F","LEWI",4,1996,848.75,16,88.4933998088399
"305","one_YO_summer",3,"F","LEWI",4,1997,839.454545454545,55,88.4933998088399
"306","one_YO_summer",3,"F","LEWI",4,1998,860.967741935484,155,88.4933998088399
"307","one_YO_summer",3,"F","LEWI",4,1999,859.021857923497,183,88.4933998088399
"308","one_YO_summer",3,"F","LEWI",4,2000,812.535211267606,71,88.4933998088399
"309","one_YO_summer",3,"F","LEWI",4,2001,822.151898734177,79,88.4933998088399
"310","one_YO_summer",3,"F","LEWI",4,2002,840.194174757282,103,88.4933998088399
"311","one_YO_summer",3,"F","LEWI",4,2003,828.8,25,88.4933998088399
"312","one_YO_summer",3,"F","LEWI",4,2004,849.53488372093,43,88.4933998088399
"313","one_YO_summer",3,"F","LEWI",4,2005,846,105,88.4933998088399
"314","one_YO_summer",3,"F","LEWI",4,2006,824.754098360656,61,88.4933998088399
"315","one_YO_summer",3,"F","LEWI",4,2007,820.735294117647,68,88.4933998088399
"316","one_YO_summer",3,"F","LEWI",4,2008,814.69387755102,49,88.4933998088399
"317","one_YO_summer",3,"F","LEWI",4,2009,823.207547169811,53,88.4933998088399
"318","one_YO_summer",3,"F","LEWI",5,1977,916.333333333333,48,88.4933998088399
"319","one_YO_summer",3,"F","LEWI",5,1978,903.157894736842,19,88.4933998088399
"320","one_YO_summer",3,"F","LEWI",5,1979,944,80,88.4933998088399
"321","one_YO_summer",3,"F","LEWI",5,1982,964.545454545455,55,88.4933998088399
"322","one_YO_summer",3,"F","LEWI",5,1983,955.571428571429,42,88.4933998088399
"323","one_YO_summer",3,"F","LEWI",5,1984,939.807692307692,104,88.4933998088399
"324","one_YO_summer",3,"F","LEWI",5,1985,941.25,112,88.4933998088399
"325","one_YO_summer",3,"F","LEWI",5,1986,933.255813953488,129,88.4933998088399
"326","one_YO_summer",3,"F","LEWI",5,1987,933.125,64,88.4933998088399
"327","one_YO_summer",3,"F","LEWI",5,1988,911.904761904762,84,88.4933998088399
"328","one_YO_summer",3,"F","LEWI",5,1990,919.298245614035,57,88.4933998088399
"329","one_YO_summer",3,"F","LEWI",5,1991,895.2,50,88.4933998088399
"330","one_YO_summer",3,"F","LEWI",5,1992,920,48,88.4933998088399
"331","one_YO_summer",3,"F","LEWI",5,1993,903.636363636364,22,88.4933998088399
"332","one_YO_summer",3,"F","LEWI",5,1994,927.692307692308,13,88.4933998088399
"333","one_YO_summer",3,"F","LEWI",5,1997,900.93023255814,86,88.4933998088399
"334","one_YO_summer",3,"F","LEWI",5,1998,935.093457943925,107,88.4933998088399
"335","one_YO_summer",3,"F","LEWI",5,1999,890.80971659919,247,88.4933998088399
