"","release_type","run","sex","release_location_rmis_basin","age","brood_year","fishery","gear","release_age","length","y_n","release_length"
"2317","one_YO_summer",3,"M","COWL",4,1980,50,"01",1,831.176470588235,204,90.1635349314909
"2318","one_YO_summer",3,"M","COWL",4,1980,50,"50",1,690,3,90.1635349314909
"2319","one_YO_summer",3,"M","COWL",4,1980,54,"03",1,845,24,90.1635349314909
"2320","one_YO_summer",3,"M","COWL",4,1981,50,"01",1,841.538461538462,78,90.1635349314909
"2321","one_YO_summer",3,"M","COWL",4,1981,54,"03",1,906.666666666667,12,90.1635349314909
"2322","one_YO_summer",3,"M","COWL",4,1981,61,"15",1,840,1,90.1635349314909
"2323","one_YO_summer",3,"M","COWL",4,1982,50,"01",1,863.04347826087,69,90.1635349314909
"2324","one_YO_summer",3,"M","COWL",4,1982,54,"03",1,927.5,8,90.1635349314909
"2325","one_YO_summer",3,"M","COWL",4,1983,50,"01",1,847.272727272727,99,90.1635349314909
"2326","one_YO_summer",3,"M","COWL",4,1983,54,"03",1,915,12,90.1635349314909
"2327","one_YO_summer",3,"M","COWL",4,1984,21,"13",1,860,1,90.1635349314909
"2328","one_YO_summer",3,"M","COWL",4,1984,44,"12",1,710,1,90.1635349314909
"2329","one_YO_summer",3,"M","COWL",4,1984,46,"96",1,950,2,90.1635349314909
"2330","one_YO_summer",3,"M","COWL",4,1984,50,"01",1,853.095238095238,252,90.1635349314909
"2331","one_YO_summer",3,"M","COWL",4,1984,54,"03",1,920,20,90.1635349314909
"2332","one_YO_summer",3,"M","COWL",4,1985,50,"01",1,868.620689655172,87,90.1635349314909
"2333","one_YO_summer",3,"M","COWL",4,1985,54,"03",1,873.333333333333,6,90.1635349314909
"2334","one_YO_summer",3,"M","COWL",4,1986,50,"01",1,794.210526315789,57,90.1635349314909
"2335","one_YO_summer",3,"M","COWL",4,1987,50,"01",1,840,18,90.1635349314909
"2336","one_YO_summer",3,"M","COWL",4,1988,50,"01",1,873.846153846154,39,90.1635349314909
"2337","one_YO_summer",3,"M","COWL",4,1988,54,"03",1,890,8,90.1635349314909
"2338","one_YO_summer",3,"M","COWL",4,1989,50,"01",1,777.5,24,90.1635349314909
"2339","one_YO_summer",3,"M","COWL",4,1989,54,"03",1,870,2,90.1635349314909
"2340","one_YO_summer",3,"M","COWL",4,1990,50,"01",1,817.19298245614,171,90.1635349314909
"2341","one_YO_summer",3,"M","COWL",4,1990,54,"03",1,956.666666666667,6,90.1635349314909
"2342","one_YO_summer",3,"M","COWL",4,1991,50,"01",1,798.888888888889,54,90.1635349314909
"2343","one_YO_summer",3,"M","COWL",4,1991,54,"03",1,680,2,90.1635349314909
"2344","one_YO_summer",3,"M","COWL",4,1992,50,"01",1,838.8,150,90.1635349314909
"2345","one_YO_summer",3,"M","COWL",4,1992,54,"03",1,990,4,90.1635349314909
"2346","one_YO_summer",3,"M","COWL",4,1993,50,"01",1,834.594594594595,111,90.1635349314909
"2347","one_YO_summer",3,"M","COWL",4,1994,50,"01",1,933.333333333333,9,90.1635349314909
"2348","one_YO_summer",3,"M","COWL",4,1994,50,"21",1,951,2,90.1635349314909
"2349","one_YO_summer",3,"M","COWL",4,1995,50,"01",1,833.571428571429,42,90.1635349314909
"2350","one_YO_summer",3,"M","COWL",4,1995,54,"03",1,962,10,90.1635349314909
"2351","one_YO_summer",3,"M","COWL",4,1996,50,"01",1,868.75,24,90.1635349314909
"2352","one_YO_summer",3,"M","COWL",4,1996,54,"03",1,900,2,90.1635349314909
"2353","one_YO_summer",3,"M","COWL",4,1997,50,"01",1,844.324324324324,111,90.1635349314909
"2354","one_YO_summer",3,"M","COWL",4,1997,54,"03",1,843.333333333333,6,90.1635349314909
"2355","one_YO_summer",3,"M","COWL",4,1997,54,"04",1,910,2,90.1635349314909
"2356","one_YO_summer",3,"M","COWL",4,1998,50,"01",1,880.454545454545,132,90.1635349314909
"2357","one_YO_summer",3,"M","COWL",4,1998,54,"03",1,901.538461538462,26,90.1635349314909
"2358","one_YO_summer",3,"M","COWL",4,1999,50,"01",1,854.189189189189,222,90.1635349314909
"2359","one_YO_summer",3,"M","COWL",4,1999,54,"03",1,931.666666666667,12,90.1635349314909
"2360","one_YO_summer",3,"M","COWL",4,2000,50,"01",1,838.333333333333,18,90.1635349314909
"2361","one_YO_summer",3,"M","COWL",4,2000,54,"03",1,836.666666666667,6,90.1635349314909
"2362","one_YO_summer",3,"M","COWL",4,2001,50,"01",1,821.463414634146,123,90.1635349314909
"2363","one_YO_summer",3,"M","COWL",4,2001,54,"03",1,863.75,16,90.1635349314909
"2364","one_YO_summer",3,"M","COWL",4,2002,50,"01",1,845.625,48,90.1635349314909
"2365","one_YO_summer",3,"M","COWL",4,2002,54,"03",1,926.666666666667,6,90.1635349314909
"2366","one_YO_summer",3,"M","COWL",4,2003,50,"01",1,883,30,90.1635349314909
"2367","one_YO_summer",3,"M","COWL",4,2004,50,"01",1,883.571428571429,42,90.1635349314909
"2368","one_YO_summer",3,"M","COWL",4,2004,54,"03",1,830,4,90.1635349314909
"2369","one_YO_summer",3,"M","COWL",4,2005,46,"96",1,760,2,90.1635349314909
"2370","one_YO_summer",3,"M","COWL",4,2005,50,"01",1,814.545454545455,66,90.1635349314909
"2371","one_YO_summer",3,"M","COWL",4,2005,54,"03",1,815,4,90.1635349314909
"2372","one_YO_summer",3,"M","COWL",4,2006,50,"01",1,822.8,75,90.1635349314909
"2373","one_YO_summer",3,"M","COWL",4,2006,54,"03",1,800,6,90.1635349314909
"2374","one_YO_summer",3,"M","COWL",4,2007,50,"01",1,834.814814814815,243,90.1635349314909
"2375","one_YO_summer",3,"M","COWL",4,2007,52,"04",1,790,2,90.1635349314909
"2376","one_YO_summer",3,"M","COWL",4,2007,54,"03",1,850,8,90.1635349314909
"2377","one_YO_summer",3,"M","COWL",4,2008,50,"01",1,798.095238095238,63,90.1635349314909
"2378","one_YO_summer",3,"M","COWL",4,2009,50,"01",1,797.857142857143,84,90.1635349314909
"2379","one_YO_summer",3,"M","COWL",4,2009,52,"04",1,820,2,90.1635349314909
"2380","one_YO_summer",3,"M","COWL",4,2009,54,"03",1,841.666666666667,12,90.1635349314909
"2381","one_YO_summer",3,"M","COWL",5,1977,50,"01",1,982.857142857143,21,90.1635349314909
"2382","one_YO_summer",3,"M","COWL",5,1977,54,"03",1,1032.5,8,90.1635349314909
"2383","one_YO_summer",3,"M","COWL",5,1980,50,"01",1,955,12,90.1635349314909
"2384","one_YO_summer",3,"M","COWL",5,1980,54,"03",1,1010,2,90.1635349314909
"2385","one_YO_summer",3,"M","COWL",5,1981,50,"01",1,962,15,90.1635349314909
"2386","one_YO_summer",3,"M","COWL",5,1981,54,"03",1,1005,4,90.1635349314909
"2387","one_YO_summer",3,"M","COWL",5,1984,50,"01",1,934.285714285714,42,90.1635349314909
"2388","one_YO_summer",3,"M","COWL",5,1984,54,"03",1,990,10,90.1635349314909
"2389","one_YO_summer",3,"M","COWL",5,1984,61,"15",1,880,1,90.1635349314909
"2390","one_YO_summer",3,"M","COWL",5,1985,50,"01",1,926,15,90.1635349314909
"2391","one_YO_summer",3,"M","COWL",5,1985,54,"03",1,990,2,90.1635349314909
"2392","one_YO_summer",3,"M","COWL",5,1990,50,"01",1,886.666666666667,9,90.1635349314909
"2393","one_YO_summer",3,"M","COWL",5,1990,54,"03",1,965,4,90.1635349314909
"2394","one_YO_summer",3,"M","COWL",5,1993,50,"01",1,908.333333333333,18,90.1635349314909
"2395","one_YO_summer",3,"M","COWL",5,1993,54,"03",1,850,2,90.1635349314909
"2396","one_YO_summer",3,"M","COWL",5,1998,50,"01",1,933.75,24,90.1635349314909
"2397","one_YO_summer",3,"M","COWL",5,1998,54,"03",1,1000,4,90.1635349314909
"2398","one_YO_summer",3,"M","COWL",5,1999,50,"01",1,891.666666666667,36,90.1635349314909
"2399","one_YO_summer",3,"M","COWL",5,2000,50,"01",1,887.777777777778,27,90.1635349314909
"2400","one_YO_summer",3,"M","COWL",5,2000,54,"03",1,940,2,90.1635349314909
"2401","one_YO_summer",3,"M","COWL",5,2001,50,"01",1,932.5,12,90.1635349314909
"2402","one_YO_summer",3,"M","COWL",5,2001,54,"03",1,956.666666666667,6,90.1635349314909
"2403","one_YO_summer",3,"M","COWL",5,2007,50,"01",1,845.555555555556,27,90.1635349314909
"2404","one_YO_summer",3,"M","COWL",5,2008,50,"01",1,880,12,90.1635349314909
"2405","one_YO_summer",3,"M","GREL",3,1977,21,"13",1,896,1,90.1635349314909
"2406","one_YO_summer",3,"M","GREL",3,1977,21,"14",1,806,50,90.1635349314909
"2407","one_YO_summer",3,"M","GREL",3,1977,22,"14",1,770,2,90.1635349314909
"2408","one_YO_summer",3,"M","GREL",3,1977,23,"17",1,760,1,90.1635349314909
"2409","one_YO_summer",3,"M","GREL",3,1977,23,"29",1,790,2,90.1635349314909
"2410","one_YO_summer",3,"M","GREL",3,1977,45,"95",1,705,4,90.1635349314909
"2411","one_YO_summer",3,"M","GREL",3,1977,50,"01",1,743.333333333333,9,90.1635349314909
"2412","one_YO_summer",3,"M","GREL",3,1977,50,"21",1,804.333333333333,6,90.1635349314909
"2413","one_YO_summer",3,"M","GREL",3,1977,50,"50",1,783.2,150,90.1635349314909
"2414","one_YO_summer",3,"M","GREL",3,1977,54,"03",1,865,4,90.1635349314909
"2415","one_YO_summer",3,"M","GREL",3,1978,21,"13",1,637,1,90.1635349314909
"2416","one_YO_summer",3,"M","GREL",3,1978,21,"14",1,784.615384615385,26,90.1635349314909
"2417","one_YO_summer",3,"M","GREL",3,1978,50,"01",1,672.5,12,90.1635349314909
"2418","one_YO_summer",3,"M","GREL",3,1978,50,"50",1,793.571428571429,84,90.1635349314909
"2419","one_YO_summer",3,"M","GREL",3,1978,54,"03",1,817.142857142857,14,90.1635349314909
"2420","one_YO_summer",3,"M","GREL",3,1979,40,"11",1,790,1,90.1635349314909
"2421","one_YO_summer",3,"M","GREL",3,1979,50,"01",1,773.953488372093,129,90.1635349314909
"2422","one_YO_summer",3,"M","GREL",3,1979,50,"50",1,811.481481481482,81,90.1635349314909
"2423","one_YO_summer",3,"M","GREL",3,1979,54,"03",1,845,20,90.1635349314909
"2424","one_YO_summer",3,"M","GREL",3,1980,21,"13",1,810.25,4,90.1635349314909
"2425","one_YO_summer",3,"M","GREL",3,1980,45,"95",1,810,1,90.1635349314909
"2426","one_YO_summer",3,"M","GREL",3,1980,50,"01",1,737.5,36,90.1635349314909
"2427","one_YO_summer",3,"M","GREL",3,1980,50,"50",1,814.736842105263,114,90.1635349314909
"2428","one_YO_summer",3,"M","GREL",3,1980,54,"03",1,825.454545454545,22,90.1635349314909
"2429","one_YO_summer",3,"M","GREL",3,1980,54,"18",1,820,1,90.1635349314909
"2430","one_YO_summer",3,"M","GREL",3,1981,21,"13",1,815.25,4,90.1635349314909
"2431","one_YO_summer",3,"M","GREL",3,1981,50,"01",1,790,54,90.1635349314909
"2432","one_YO_summer",3,"M","GREL",3,1981,50,"21",1,733,6,90.1635349314909
"2433","one_YO_summer",3,"M","GREL",3,1981,50,"50",1,789,30,90.1635349314909
"2434","one_YO_summer",3,"M","GREL",3,1981,54,"03",1,772,10,90.1635349314909
"2435","one_YO_summer",3,"M","GREL",3,1982,50,"01",1,665.833333333333,36,90.1635349314909
"2436","one_YO_summer",3,"M","GREL",3,1982,50,"21",1,699.5,12,90.1635349314909
"2437","one_YO_summer",3,"M","GREL",3,1982,61,"15",1,680,1,90.1635349314909
"2438","one_YO_summer",3,"M","GREL",3,1984,21,"13",1,713,2,90.1635349314909
"2439","one_YO_summer",3,"M","GREL",3,1984,23,"20",1,555,1,90.1635349314909
"2440","one_YO_summer",3,"M","GREL",3,1984,23,"52",1,680,1,90.1635349314909
"2441","one_YO_summer",3,"M","GREL",3,1984,45,"95",1,600,1,90.1635349314909
"2442","one_YO_summer",3,"M","GREL",3,1984,50,"01",1,718.823529411765,102,90.1635349314909
"2443","one_YO_summer",3,"M","GREL",3,1984,50,"21",1,711.666666666667,42,90.1635349314909
"2444","one_YO_summer",3,"M","GREL",3,1984,50,"22",1,597,2,90.1635349314909
"2445","one_YO_summer",3,"M","GREL",3,1984,54,"03",1,720,2,90.1635349314909
"2446","one_YO_summer",3,"M","GREL",3,1984,54,"18",1,690,1,90.1635349314909
"2447","one_YO_summer",3,"M","GREL",3,1985,21,"13",1,775.666666666667,3,90.1635349314909
"2448","one_YO_summer",3,"M","GREL",3,1985,23,"17",1,900,1,90.1635349314909
"2449","one_YO_summer",3,"M","GREL",3,1985,23,"52",1,720,1,90.1635349314909
"2450","one_YO_summer",3,"M","GREL",3,1985,41,"95",1,710,1,90.1635349314909
"2451","one_YO_summer",3,"M","GREL",3,1985,42,"95",1,650,1,90.1635349314909
"2452","one_YO_summer",3,"M","GREL",3,1985,44,"12",1,790,1,90.1635349314909
"2453","one_YO_summer",3,"M","GREL",3,1985,45,"95",1,600,1,90.1635349314909
"2454","one_YO_summer",3,"M","GREL",3,1985,50,"01",1,795,102,90.1635349314909
"2455","one_YO_summer",3,"M","GREL",3,1985,50,"21",1,784.894736842105,38,90.1635349314909
"2456","one_YO_summer",3,"M","GREL",3,1985,50,"50",1,786.666666666667,9,90.1635349314909
"2457","one_YO_summer",3,"M","GREL",3,1985,54,"03",1,838.461538461538,26,90.1635349314909
"2458","one_YO_summer",3,"M","GREL",3,1985,54,"18",1,846.666666666667,3,90.1635349314909
"2459","one_YO_summer",3,"M","GREL",3,1985,61,"15",1,800,1,90.1635349314909
"2460","one_YO_summer",3,"M","GREL",3,1988,50,"01",1,845,18,90.1635349314909
"2461","one_YO_summer",3,"M","GREL",3,1988,50,"50",1,890,3,90.1635349314909
"2462","one_YO_summer",3,"M","GREL",3,1988,54,"03",1,910,4,90.1635349314909
"2463","one_YO_summer",3,"M","GREL",3,1989,50,"01",1,646.25,24,90.1635349314909
"2464","one_YO_summer",3,"M","GREL",3,1989,50,"21",1,755.333333333333,12,90.1635349314909
"2465","one_YO_summer",3,"M","GREL",3,1989,50,"50",1,765,12,90.1635349314909
"2466","one_YO_summer",3,"M","GREL",3,1990,50,"01",1,673.333333333333,18,90.1635349314909
"2467","one_YO_summer",3,"M","GREL",3,1990,50,"21",1,607.5,4,90.1635349314909
"2468","one_YO_summer",3,"M","GREL",3,1991,50,"01",1,796.666666666667,18,90.1635349314909
"2469","one_YO_summer",3,"M","GREL",3,1991,50,"21",1,743.333333333333,6,90.1635349314909
"2470","one_YO_summer",3,"M","GREL",3,1991,50,"50",1,793.818181818182,165,90.1635349314909
"2471","one_YO_summer",3,"M","GREL",3,1991,54,"03",1,764.0625,64,90.1635349314909
"2472","one_YO_summer",3,"M","GREL",3,1992,50,"01",1,702.258064516129,93,90.1635349314909
"2473","one_YO_summer",3,"M","GREL",3,1992,50,"21",1,746.75,8,90.1635349314909
"2474","one_YO_summer",3,"M","GREL",3,1992,50,"50",1,810.845070422535,213,90.1635349314909
"2475","one_YO_summer",3,"M","GREL",3,1992,54,"03",1,807.575757575758,66,90.1635349314909
"2476","one_YO_summer",3,"M","GREL",3,1993,50,"01",1,744.130434782609,138,90.1635349314909
"2477","one_YO_summer",3,"M","GREL",3,1993,50,"21",1,662,8,90.1635349314909
"2478","one_YO_summer",3,"M","GREL",3,1993,50,"50",1,775.238095238095,63,90.1635349314909
"2479","one_YO_summer",3,"M","GREL",3,1993,54,"03",1,783.636363636364,22,90.1635349314909
"2480","one_YO_summer",3,"M","GREL",3,1994,50,"01",1,665,6,90.1635349314909
"2481","one_YO_summer",3,"M","GREL",3,1994,50,"50",1,750,6,90.1635349314909
"2482","one_YO_summer",3,"M","GREL",3,1994,54,"03",1,743.333333333333,6,90.1635349314909
"2483","one_YO_summer",3,"M","GREL",3,1995,21,"13",1,656.5,2,90.1635349314909
"2484","one_YO_summer",3,"M","GREL",3,1995,50,"01",1,735,36,90.1635349314909
"2485","one_YO_summer",3,"M","GREL",3,1995,50,"21",1,656,4,90.1635349314909
"2486","one_YO_summer",3,"M","GREL",3,1995,50,"50",1,670,6,90.1635349314909
"2487","one_YO_summer",3,"M","GREL",3,1995,54,"03",1,720,6,90.1635349314909
"2488","one_YO_summer",3,"M","GREL",3,1996,50,"01",1,731.5,60,90.1635349314909
"2489","one_YO_summer",3,"M","GREL",3,1996,50,"21",1,750,2,90.1635349314909
"2490","one_YO_summer",3,"M","GREL",3,1996,54,"03",1,800,2,90.1635349314909
"2491","one_YO_summer",3,"M","GREL",3,1997,21,"13",1,657,1,90.1635349314909
"2492","one_YO_summer",3,"M","GREL",3,1997,50,"01",1,820,12,90.1635349314909
"2493","one_YO_summer",3,"M","GREL",3,1997,50,"21",1,747.5,4,90.1635349314909
"2494","one_YO_summer",3,"M","GREL",3,1998,50,"01",1,826.363636363636,33,90.1635349314909
"2495","one_YO_summer",3,"M","GREL",3,1998,50,"21",1,753.75,8,90.1635349314909
"2496","one_YO_summer",3,"M","GREL",3,1998,54,"03",1,852.5,16,90.1635349314909
"2497","one_YO_summer",3,"M","GREL",3,1998,54,"18",1,900,1,90.1635349314909
"2498","one_YO_summer",3,"M","GREL",3,1999,23,"17",1,680,2,90.1635349314909
"2499","one_YO_summer",3,"M","GREL",3,1999,50,"01",1,802,45,90.1635349314909
"2500","one_YO_summer",3,"M","GREL",3,1999,54,"03",1,829.767441860465,86,90.1635349314909
"2501","one_YO_summer",3,"M","GREL",3,2000,50,"01",1,813.75,72,90.1635349314909
"2502","one_YO_summer",3,"M","GREL",3,2000,50,"21",1,824,6,90.1635349314909
"2503","one_YO_summer",3,"M","GREL",3,2000,54,"03",1,842,40,90.1635349314909
"2504","one_YO_summer",3,"M","GREL",3,2001,50,"01",1,760,6,90.1635349314909
"2505","one_YO_summer",3,"M","GREL",3,2001,50,"21",1,785,2,90.1635349314909
"2506","one_YO_summer",3,"M","GREL",3,2001,54,"03",1,800,20,90.1635349314909
"2507","one_YO_summer",3,"M","GREL",3,2002,50,"01",1,829,30,90.1635349314909
"2508","one_YO_summer",3,"M","GREL",3,2002,54,"03",1,836.363636363636,22,90.1635349314909
"2509","one_YO_summer",3,"M","GREL",3,2004,50,"01",1,816.666666666667,27,90.1635349314909
"2510","one_YO_summer",3,"M","GREL",3,2004,54,"03",1,824,10,90.1635349314909
"2511","one_YO_summer",3,"M","GREL",3,2005,50,"01",1,840,24,90.1635349314909
"2512","one_YO_summer",3,"M","GREL",3,2005,54,"03",1,833.75,16,90.1635349314909
"2513","one_YO_summer",3,"M","GREL",3,2006,50,"01",1,819.545454545455,66,90.1635349314909
"2514","one_YO_summer",3,"M","GREL",3,2006,50,"21",1,638.333333333333,6,90.1635349314909
"2515","one_YO_summer",3,"M","GREL",3,2006,54,"03",1,790,2,90.1635349314909
"2516","one_YO_summer",3,"M","GREL",3,2007,50,"21",1,788.333333333333,6,90.1635349314909
"2517","one_YO_summer",3,"M","GREL",3,2007,52,"04",1,813.6,50,90.1635349314909
"2518","one_YO_summer",3,"M","GREL",3,2007,54,"03",1,810,12,90.1635349314909
"2519","one_YO_summer",3,"M","GREL",3,2008,50,"21",1,842,2,90.1635349314909
"2520","one_YO_summer",3,"M","GREL",3,2008,52,"04",1,806.666666666667,6,90.1635349314909
"2521","one_YO_summer",3,"M","GREL",3,2008,54,"03",1,840,2,90.1635349314909
"2522","one_YO_summer",3,"M","GREL",3,2008,54,"18",1,788,1,90.1635349314909
"2523","one_YO_summer",3,"M","GREL",3,2009,50,"01",1,740,24,90.1635349314909
"2524","one_YO_summer",3,"M","GREL",3,2009,50,"21",1,700,8,90.1635349314909
"2525","one_YO_summer",3,"M","GREL",3,2009,52,"04",1,660,2,90.1635349314909
"2526","one_YO_summer",3,"M","GREL",4,1977,21,"14",1,977.5,16,90.1635349314909
"2527","one_YO_summer",3,"M","GREL",4,1977,50,"01",1,904,15,90.1635349314909
"2528","one_YO_summer",3,"M","GREL",4,1977,50,"50",1,928,30,90.1635349314909
"2529","one_YO_summer",3,"M","GREL",4,1977,54,"03",1,960,2,90.1635349314909
"2530","one_YO_summer",3,"M","GREL",4,1978,50,"01",1,870,12,90.1635349314909
"2531","one_YO_summer",3,"M","GREL",4,1978,50,"50",1,773.333333333333,9,90.1635349314909
"2532","one_YO_summer",3,"M","GREL",4,1978,54,"03",1,920,10,90.1635349314909
"2533","one_YO_summer",3,"M","GREL",4,1978,54,"18",1,1060,1,90.1635349314909
"2534","one_YO_summer",3,"M","GREL",4,1979,21,"13",1,886,1,90.1635349314909
"2535","one_YO_summer",3,"M","GREL",4,1979,50,"01",1,868,45,90.1635349314909
"2536","one_YO_summer",3,"M","GREL",4,1979,50,"50",1,910,15,90.1635349314909
"2537","one_YO_summer",3,"M","GREL",4,1979,54,"03",1,928,10,90.1635349314909
"2538","one_YO_summer",3,"M","GREL",4,1980,50,"01",1,883,30,90.1635349314909
"2539","one_YO_summer",3,"M","GREL",4,1980,50,"21",1,852.5,24,90.1635349314909
"2540","one_YO_summer",3,"M","GREL",4,1980,50,"50",1,850,3,90.1635349314909
"2541","one_YO_summer",3,"M","GREL",4,1980,54,"03",1,960,2,90.1635349314909
"2542","one_YO_summer",3,"M","GREL",4,1981,21,"13",1,914.25,4,90.1635349314909
"2543","one_YO_summer",3,"M","GREL",4,1981,50,"01",1,918.333333333333,18,90.1635349314909
"2544","one_YO_summer",3,"M","GREL",4,1981,50,"21",1,852,2,90.1635349314909
"2545","one_YO_summer",3,"M","GREL",4,1981,50,"50",1,888,15,90.1635349314909
"2546","one_YO_summer",3,"M","GREL",4,1981,54,"03",1,968.333333333333,12,90.1635349314909
"2547","one_YO_summer",3,"M","GREL",4,1982,50,"01",1,874.285714285714,42,90.1635349314909
"2548","one_YO_summer",3,"M","GREL",4,1982,50,"21",1,865.166666666667,12,90.1635349314909
"2549","one_YO_summer",3,"M","GREL",4,1982,52,"04",1,875,4,90.1635349314909
"2550","one_YO_summer",3,"M","GREL",4,1984,21,"13",1,866.5,2,90.1635349314909
"2551","one_YO_summer",3,"M","GREL",4,1984,23,"15",1,937,1,90.1635349314909
"2552","one_YO_summer",3,"M","GREL",4,1984,41,"95",1,790,1,90.1635349314909
"2553","one_YO_summer",3,"M","GREL",4,1984,42,"95",1,840,1,90.1635349314909
"2554","one_YO_summer",3,"M","GREL",4,1984,50,"01",1,817.333333333333,180,90.1635349314909
"2555","one_YO_summer",3,"M","GREL",4,1984,50,"21",1,847.470588235294,34,90.1635349314909
"2556","one_YO_summer",3,"M","GREL",4,1984,54,"03",1,975,8,90.1635349314909
"2557","one_YO_summer",3,"M","GREL",4,1984,54,"18",1,980,2,90.1635349314909
"2558","one_YO_summer",3,"M","GREL",4,1985,44,"12",1,790,1,90.1635349314909
"2559","one_YO_summer",3,"M","GREL",4,1985,50,"01",1,893.541666666667,144,90.1635349314909
"2560","one_YO_summer",3,"M","GREL",4,1985,50,"21",1,905.066666666667,60,90.1635349314909
"2561","one_YO_summer",3,"M","GREL",4,1985,50,"50",1,890,9,90.1635349314909
"2562","one_YO_summer",3,"M","GREL",4,1985,54,"03",1,936.842105263158,38,90.1635349314909
"2563","one_YO_summer",3,"M","GREL",4,1985,54,"18",1,910,1,90.1635349314909
"2564","one_YO_summer",3,"M","GREL",4,1988,50,"01",1,955,6,90.1635349314909
"2565","one_YO_summer",3,"M","GREL",4,1988,50,"50",1,980,3,90.1635349314909
"2566","one_YO_summer",3,"M","GREL",4,1988,54,"03",1,1020,4,90.1635349314909
"2567","one_YO_summer",3,"M","GREL",4,1989,50,"01",1,850,9,90.1635349314909
"2568","one_YO_summer",3,"M","GREL",4,1989,50,"21",1,785.222222222222,18,90.1635349314909
"2569","one_YO_summer",3,"M","GREL",4,1989,54,"03",1,870,2,90.1635349314909
"2570","one_YO_summer",3,"M","GREL",4,1990,50,"01",1,832.5,12,90.1635349314909
"2571","one_YO_summer",3,"M","GREL",4,1990,50,"21",1,855,4,90.1635349314909
"2572","one_YO_summer",3,"M","GREL",4,1991,50,"01",1,900,6,90.1635349314909
"2573","one_YO_summer",3,"M","GREL",4,1991,50,"21",1,728,2,90.1635349314909
"2574","one_YO_summer",3,"M","GREL",4,1991,50,"50",1,805,6,90.1635349314909
"2575","one_YO_summer",3,"M","GREL",4,1991,54,"03",1,932.5,8,90.1635349314909
"2576","one_YO_summer",3,"M","GREL",4,1992,50,"01",1,858.292682926829,123,90.1635349314909
"2577","one_YO_summer",3,"M","GREL",4,1992,50,"21",1,882,2,90.1635349314909
"2578","one_YO_summer",3,"M","GREL",4,1992,50,"50",1,887.142857142857,21,90.1635349314909
"2579","one_YO_summer",3,"M","GREL",4,1992,54,"03",1,915,4,90.1635349314909
"2580","one_YO_summer",3,"M","GREL",4,1993,21,"13",1,797.5,2,90.1635349314909
"2581","one_YO_summer",3,"M","GREL",4,1993,50,"01",1,885,42,90.1635349314909
"2582","one_YO_summer",3,"M","GREL",4,1993,50,"21",1,825,4,90.1635349314909
"2583","one_YO_summer",3,"M","GREL",4,1993,50,"50",1,847.5,12,90.1635349314909
"2584","one_YO_summer",3,"M","GREL",4,1993,54,"03",1,888.333333333333,12,90.1635349314909
"2585","one_YO_summer",3,"M","GREL",4,1993,54,"18",1,880,1,90.1635349314909
"2586","one_YO_summer",3,"M","GREL",4,1994,50,"01",1,840,9,90.1635349314909
"2587","one_YO_summer",3,"M","GREL",4,1994,50,"21",1,908,2,90.1635349314909
"2588","one_YO_summer",3,"M","GREL",4,1994,50,"50",1,980,3,90.1635349314909
"2589","one_YO_summer",3,"M","GREL",4,1995,50,"01",1,881.666666666667,36,90.1635349314909
"2590","one_YO_summer",3,"M","GREL",4,1995,50,"21",1,769,2,90.1635349314909
"2591","one_YO_summer",3,"M","GREL",4,1995,54,"03",1,915,4,90.1635349314909
"2592","one_YO_summer",3,"M","GREL",4,1996,50,"01",1,922,15,90.1635349314909
"2593","one_YO_summer",3,"M","GREL",4,1997,50,"01",1,906.25,24,90.1635349314909
"2594","one_YO_summer",3,"M","GREL",4,1997,50,"21",1,910,2,90.1635349314909
"2595","one_YO_summer",3,"M","GREL",4,1997,54,"03",1,930,2,90.1635349314909
"2596","one_YO_summer",3,"M","GREL",4,1997,54,"18",1,870,1,90.1635349314909
"2597","one_YO_summer",3,"M","GREL",4,1998,21,"13",1,874.5,2,90.1635349314909
"2598","one_YO_summer",3,"M","GREL",4,1998,50,"01",1,978.333333333333,18,90.1635349314909
"2599","one_YO_summer",3,"M","GREL",4,1998,54,"03",1,979.411764705882,34,90.1635349314909
"2600","one_YO_summer",3,"M","GREL",4,1998,54,"18",1,940,1,90.1635349314909
"2601","one_YO_summer",3,"M","GREL",4,1999,50,"01",1,936.896551724138,87,90.1635349314909
"2602","one_YO_summer",3,"M","GREL",4,1999,50,"21",1,948.333333333333,12,90.1635349314909
"2603","one_YO_summer",3,"M","GREL",4,1999,54,"03",1,977.659574468085,94,90.1635349314909
"2604","one_YO_summer",3,"M","GREL",4,1999,54,"18",1,1150,1,90.1635349314909
"2605","one_YO_summer",3,"M","GREL",4,2000,21,"13",1,977,1,90.1635349314909
"2606","one_YO_summer",3,"M","GREL",4,2000,50,"01",1,935,30,90.1635349314909
"2607","one_YO_summer",3,"M","GREL",4,2000,54,"03",1,902.5,56,90.1635349314909
"2608","one_YO_summer",3,"M","GREL",4,2000,54,"18",1,1000,1,90.1635349314909
"2609","one_YO_summer",3,"M","GREL",4,2001,50,"01",1,883.333333333333,9,90.1635349314909
"2610","one_YO_summer",3,"M","GREL",4,2001,50,"21",1,930,2,90.1635349314909
"2611","one_YO_summer",3,"M","GREL",4,2001,54,"03",1,980,20,90.1635349314909
"2612","one_YO_summer",3,"M","GREL",4,2001,54,"18",1,1030,1,90.1635349314909
"2613","one_YO_summer",3,"M","GREL",4,2003,50,"01",1,947.5,12,90.1635349314909
