"","release_type","run","sex","release_location_rmis_basin","brood_year","length_age3","length_age4","length_age5"
"351","one_YO_summer",3,"M","COWL",1981,674.69387755102,850.10989010989,971.052631578947
"352","one_YO_summer",3,"M","COWL",1982,695.64367816092,869.74025974026,NA
"353","one_YO_summer",3,"M","COWL",1983,714.968085106383,854.594594594595,NA
"354","one_YO_summer",3,"M","COWL",1984,692.934472934473,858.152173913043,943.77358490566
"355","one_YO_summer",3,"M","COWL",1985,632.194444444444,868.924731182796,933.529411764706
"356","one_YO_summer",3,"M","COWL",1986,645.217391304348,794.210526315789,NA
"357","one_YO_summer",3,"M","COWL",1987,659.142857142857,840,NA
"358","one_YO_summer",3,"M","COWL",1988,707.567567567568,876.595744680851,NA
"359","one_YO_summer",3,"M","COWL",1989,665.6,784.615384615385,NA
"360","one_YO_summer",3,"M","COWL",1990,651.979695431472,821.920903954802,910.769230769231
"361","one_YO_summer",3,"M","COWL",1991,654.193548387097,794.642857142857,NA
"362","one_YO_summer",3,"M","COWL",1992,707.948717948718,842.727272727273,NA
"363","one_YO_summer",3,"M","COWL",1993,693.860182370821,834.594594594595,902.5
"364","one_YO_summer",3,"M","COWL",1994,628,936.545454545455,NA
"365","one_YO_summer",3,"M","COWL",1995,692.660550458716,858.269230769231,NA
"366","one_YO_summer",3,"M","COWL",1996,704.852941176471,871.153846153846,NA
"367","one_YO_summer",3,"M","COWL",1997,701.818181818182,845.378151260504,NA
"368","one_YO_summer",3,"M","COWL",1998,731.31914893617,883.924050632911,943.214285714286
"369","one_YO_summer",3,"M","COWL",1999,695.909090909091,858.162393162393,891.666666666667
"370","one_YO_summer",3,"M","COWL",2000,696.666666666667,837.916666666667,891.379310344828
"371","one_YO_summer",3,"M","COWL",2001,730.632911392405,826.330935251799,940.555555555556
"372","one_YO_summer",3,"M","COWL",2002,764,854.62962962963,NA
"373","one_YO_summer",3,"M","COWL",2003,739.846153846154,883,NA
"374","one_YO_summer",3,"M","COWL",2004,735.882352941176,878.913043478261,NA
"375","one_YO_summer",3,"M","COWL",2005,727.950819672131,813.055555555556,NA
"376","one_YO_summer",3,"M","COWL",2006,717.717391304348,821.111111111111,NA
"377","one_YO_summer",3,"M","COWL",2007,732.759336099585,834.940711462451,845.555555555556
"378","one_YO_summer",3,"M","COWL",2008,710.751879699248,798.095238095238,880
"379","one_YO_summer",3,"M","COWL",2009,683.541666666667,803.673469387755,NA
"380","one_YO_summer",3,"M","GREL",1977,787.563318777293,935.873015873016,NA
"381","one_YO_summer",3,"M","GREL",1978,782.532846715328,864.375,NA
"382","one_YO_summer",3,"M","GREL",1979,793.333333333333,885.577464788732,NA
"383","one_YO_summer",3,"M","GREL",1980,800.342696629213,871.525423728814,NA
"384","one_YO_summer",3,"M","GREL",1981,785.663461538462,918.254901960784,NA
"385","one_YO_summer",3,"M","GREL",1982,674.367346938776,872.448275862069,NA
"386","one_YO_summer",3,"M","GREL",1984,712.954545454545,829.668122270742,NA
"387","one_YO_summer",3,"M","GREL",1985,796.984042553191,902.308300395257,NA
"388","one_YO_summer",3,"M","GREL",1988,860.8,980.769230769231,NA
"389","one_YO_summer",3,"M","GREL",1989,703.208333333333,811.172413793103,NA
"390","one_YO_summer",3,"M","GREL",1990,661.363636363636,838.125,NA
"391","one_YO_summer",3,"M","GREL",1991,785.296442687747,870.272727272727,NA
"392","one_YO_summer",3,"M","GREL",1992,782.352631578947,864.16,NA
"393","one_YO_summer",3,"M","GREL",1993,753.532467532468,873.630136986301,NA
"394","one_YO_summer",3,"M","GREL",1994,719.444444444444,879.714285714286,NA
"395","one_YO_summer",3,"M","GREL",1995,717.351851851852,879.47619047619,NA
"396","one_YO_summer",3,"M","GREL",1996,734.21875,922,NA
"397","one_YO_summer",3,"M","GREL",1997,793.352941176471,906.896551724138,NA
"398","one_YO_summer",3,"M","GREL",1998,824.827586206897,974.527272727273,NA
"399","one_YO_summer",3,"M","GREL",1999,818.12030075188,958.453608247423,NA
"400","one_YO_summer",3,"M","GREL",2000,823.847457627119,915.534090909091,NA
"401","one_YO_summer",3,"M","GREL",2001,790.357142857143,951.25,NA
"402","one_YO_summer",3,"M","GREL",2002,832.115384615385,NA,NA
"403","one_YO_summer",3,"M","GREL",2003,NA,947.5,NA
"404","one_YO_summer",3,"M","GREL",2004,818.648648648649,NA,NA
"405","one_YO_summer",3,"M","GREL",2005,837.5,958.333333333333,NA
"406","one_YO_summer",3,"M","GREL",2006,804.054054054054,906.666666666667,NA
"407","one_YO_summer",3,"M","GREL",2007,810.735294117647,882.333333333333,NA
"408","one_YO_summer",3,"M","GREL",2008,817.454545454545,NA,NA
"409","one_YO_summer",3,"M","GREL",2009,725.882352941176,770.545454545455,NA
"410","one_YO_summer",3,"M","LEWI",1977,641.75,902.650793650794,772.375
"411","one_YO_summer",3,"M","LEWI",1978,NA,861.515151515152,NA
"412","one_YO_summer",3,"M","LEWI",1979,666.982905982906,873.745283018868,1031.5
"413","one_YO_summer",3,"M","LEWI",1980,NA,911.739130434783,NA
"414","one_YO_summer",3,"M","LEWI",1981,NA,925.454545454545,NA
"415","one_YO_summer",3,"M","LEWI",1982,603.424242424242,828.75,1010.83333333333
"416","one_YO_summer",3,"M","LEWI",1983,587.75,837.509803921569,NA
"417","one_YO_summer",3,"M","LEWI",1984,584.736842105263,813.333333333333,947.714285714286
"418","one_YO_summer",3,"M","LEWI",1985,601.724137931035,791.818181818182,1030.22222222222
"419","one_YO_summer",3,"M","LEWI",1986,588.494623655914,827.297297297297,991.486486486486
"420","one_YO_summer",3,"M","LEWI",1987,651.441176470588,859,960.714285714286
"421","one_YO_summer",3,"M","LEWI",1988,576.923076923077,808.857142857143,945
"422","one_YO_summer",3,"M","LEWI",1990,616.315789473684,840.869565217391,930
"423","one_YO_summer",3,"M","LEWI",1991,660,847.272727272727,968.75
"424","one_YO_summer",3,"M","LEWI",1992,709.473684210526,868.333333333333,974
"425","one_YO_summer",3,"M","LEWI",1993,759.333333333333,869.583333333333,938.666666666667
"426","one_YO_summer",3,"M","LEWI",1994,655,NA,NA
"427","one_YO_summer",3,"M","LEWI",1996,NA,797.894736842105,1006.66666666667
"428","one_YO_summer",3,"M","LEWI",1997,674.285714285714,832.142857142857,994.736842105263
"429","one_YO_summer",3,"M","LEWI",1998,749.019607843137,923.982300884956,1017.61194029851
"430","one_YO_summer",3,"M","LEWI",1999,707.567567567568,907.497487437186,941.428571428571
"431","one_YO_summer",3,"M","LEWI",2000,685,830.465753424658,951.384615384615
"432","one_YO_summer",3,"M","LEWI",2001,672.307692307692,853.207547169811,951.904761904762
"433","one_YO_summer",3,"M","LEWI",2002,727.5,870.952380952381,973.333333333333
"434","one_YO_summer",3,"M","LEWI",2003,NA,NA,1025.71428571429
"435","one_YO_summer",3,"M","LEWI",2004,767.391304347826,865.882352941176,NA
"436","one_YO_summer",3,"M","LEWI",2005,743.030303030303,894.020618556701,971.428571428571
"437","one_YO_summer",3,"M","LEWI",2006,771.25,900.37037037037,NA
"438","one_YO_summer",3,"M","LEWI",2007,740.909090909091,861.794871794872,985
"439","one_YO_summer",3,"M","LEWI",2008,696.875,832.903225806452,913
"440","one_YO_summer",3,"M","LEWI",2009,693.6,862.682926829268,927.5
"441","one_YO_summer",3,"M","MNPR",1977,667.345679012346,835.656565656566,NA
"442","one_YO_summer",3,"M","MNPR",1978,655,827.272727272727,NA
"443","one_YO_summer",3,"M","MNPR",1979,744.333333333333,916.732394366197,1033.375
"444","one_YO_summer",3,"M","MNPR",1980,640.187969924812,868.540145985401,1003.87096774194
"445","one_YO_summer",3,"M","MNPR",1981,674.892703862661,839.895734597156,957.826086956522
"446","one_YO_summer",3,"M","MNPR",1982,668.757045675413,868.288659793814,997.551020408163
"447","one_YO_summer",3,"M","MNPR",1983,683.435714285714,886.722772277228,1037.71428571429
"448","one_YO_summer",3,"M","MNPR",1984,678.697940503433,935.580110497238,1035.43209876543
"449","one_YO_summer",3,"M","MNPR",1985,664.444444444444,851.730769230769,996
"450","one_YO_summer",3,"M","MNPR",1986,649.5,845,981.764705882353
"451","one_YO_summer",3,"M","MNPR",1987,662.72,827.391304347826,NA
"452","one_YO_summer",3,"M","MNPR",1988,707.307692307692,910.119047619048,1028.21428571429
"453","one_YO_summer",3,"M","MNPR",1989,687.643356643357,866.379310344828,1013.13432835821
"454","one_YO_summer",3,"M","MNPR",1990,686.39175257732,869.888268156425,988.320175438596
"455","one_YO_summer",3,"M","MNPR",1991,645.416666666667,798.333333333333,1017.27272727273
"456","one_YO_summer",3,"M","MNPR",1992,679.171270718232,866.302521008403,1056
"457","one_YO_summer",3,"M","MNPR",1993,696.519784172662,854.462809917355,930
"458","one_YO_summer",3,"M","MNPR",1994,673.863636363636,893.913043478261,NA
"459","one_YO_summer",3,"M","MNPR",1995,680.316901408451,862.867256637168,1016.72514619883
"460","one_YO_summer",3,"M","MNPR",1996,678.947010869565,883.888888888889,NA
"461","one_YO_summer",3,"M","MNPR",1997,660.588235294118,837.41935483871,920
"462","one_YO_summer",3,"M","MNPR",1998,651.176470588235,892.529411764706,985
"463","one_YO_summer",3,"M","MNPR",1999,685.150197628458,837.648902821317,941.465753424658
"464","one_YO_summer",3,"M","MNPR",2000,676.219512195122,793.866666666667,936.8
"465","one_YO_summer",3,"M","MNPR",2001,687.403607666291,798.304431599229,916.759259259259
"466","one_YO_summer",3,"M","MNPR",2002,688.754385964912,833.5,NA
"467","one_YO_summer",3,"M","MNPR",2007,690.603363006924,768.975741239892,847.8125
"468","one_YO_summer",3,"M","MNPR",2008,683.5734870317,769.5,NA
"469","one_YO_summer",3,"M","MNPR",2009,655.007191945022,765.505510301869,852.413793103448
"470","one_YO_summer",3,"M","SAWA",1977,745.660377358491,895.862068965517,957.857142857143
"471","one_YO_summer",3,"M","SAWA",1978,645.376344086022,845.748031496063,NA
"472","one_YO_summer",3,"M","SAWA",1979,710.045662100457,860.93896713615,972.923076923077
"473","one_YO_summer",3,"M","SAWA",1980,665.050847457627,858.268456375839,984.173913043478
"474","one_YO_summer",3,"M","SAWA",1981,682.58064516129,868.73417721519,987.5
"475","one_YO_summer",3,"M","SAWA",1982,656.949152542373,849.774193548387,966.153846153846
"476","one_YO_summer",3,"M","SAWA",1983,725.141414141414,841.875,NA
"477","one_YO_summer",3,"M","SAWA",1984,689.881481481482,833.688073394495,945.483870967742
"478","one_YO_summer",3,"M","SAWA",1985,683.657142857143,871.090047393365,964.489795918367
"479","one_YO_summer",3,"M","SAWA",1986,674.797777777778,833.273873873874,1005.45962732919
"480","one_YO_summer",3,"M","SAWA",1987,684.288888888889,854.042944785276,925.555555555556
"481","one_YO_summer",3,"M","SAWA",1988,690.606516290727,867.771929824561,990.3125
"482","one_YO_summer",3,"M","SAWA",1989,657.10447761194,814.692307692308,941.677248677249
"483","one_YO_summer",3,"M","SAWA",1990,703.255813953488,883.636363636364,951.379310344828
"484","one_YO_summer",3,"M","SAWA",1991,749.6,860,NA
"485","one_YO_summer",3,"M","SAWA",1992,708.75,851.870503597122,912.727272727273
"486","one_YO_summer",3,"M","SAWA",1993,723.431952662722,852.755905511811,941.538461538462
"487","one_YO_summer",3,"M","SAWA",1994,639.722222222222,841.607142857143,NA
"488","one_YO_summer",3,"M","SAWA",1995,693.451327433628,862.740213523132,1019.10447761194
"489","one_YO_summer",3,"M","SAWA",1996,718,833.225806451613,NA
"490","one_YO_summer",3,"M","SAWA",1997,693,840.797101449275,NA
"491","one_YO_summer",3,"M","SAWA",1998,736.484098939929,863.839009287926,912.142857142857
"492","one_YO_summer",3,"M","SAWA",1999,703.590733590734,860.25,922.093023255814
"493","one_YO_summer",3,"M","SAWA",2000,671.356097560976,834.333333333333,910.5
"494","one_YO_summer",3,"M","SAWA",2001,704.832214765101,810.344827586207,NA
"495","one_YO_summer",3,"M","SAWA",2002,707.402597402597,849.577464788732,NA
"496","one_YO_summer",3,"M","SAWA",2003,760.56338028169,833.333333333333,NA
"497","one_YO_summer",3,"M","SAWA",2004,742.173913043478,874.782608695652,NA
"498","one_YO_summer",3,"M","SAWA",2005,723.478260869565,820.697674418605,857.5
"499","one_YO_summer",3,"M","SAWA",2006,711.641791044776,819.53488372093,NA
"500","one_YO_summer",3,"M","SAWA",2007,713.529411764706,804.268292682927,NA
"501","one_YO_summer",3,"M","SAWA",2008,705.974025974026,776.153846153846,NA
"502","one_YO_summer",3,"M","SAWA",2009,685.508474576271,789.555555555556,NA
"503","one_YO_summer",3,"M","WIND",1977,825.929078014184,932.694444444444,NA
"504","one_YO_summer",3,"M","WIND",1978,811.68458781362,967.839378238342,NA
"505","one_YO_summer",3,"M","WIND",1979,849.785923753666,955.690909090909,NA
"506","one_YO_summer",3,"M","WIND",1980,826.519230769231,960,NA
"507","one_YO_summer",3,"M","WIND",1981,782.932806324111,934.0625,NA
"508","one_YO_summer",3,"M","WIND",1983,652.344827586207,853.076923076923,NA
"509","one_YO_summer",3,"M","WIND",1984,749.728682170543,959.025423728814,NA
"510","one_YO_summer",3,"M","WIND",1985,759.076923076923,850.909090909091,NA
"511","one_YO_summer",3,"M","WIND",1986,777.541401273885,908.268096514745,NA
"512","one_YO_summer",3,"M","WIND",1987,842.955145118734,956.808510638298,NA
"513","one_YO_summer",3,"M","WIND",1988,840.763513513514,940.646341463415,NA
"514","one_YO_summer",3,"M","WIND",1989,811.986772486772,NA,NA
"515","one_YO_summer",3,"M","WIND",1990,NA,937.5,NA
"516","one_YO_summer",3,"M","WIND",1991,817.145922746781,952.708333333333,NA
"517","one_YO_summer",3,"M","WIND",1992,833.449477351916,NA,NA
"518","one_YO_summer",3,"M","WIND",1993,813.43023255814,910.288461538462,NA
"519","one_YO_summer",3,"M","WIND",1994,787.475083056478,879.032258064516,NA
"520","one_YO_summer",3,"M","WIND",1995,765.755813953488,NA,NA
"521","one_YO_summer",3,"M","WIND",1996,811.87969924812,NA,NA
"522","one_YO_summer",3,"M","WIND",1997,807.248322147651,930,NA
"523","one_YO_summer",3,"M","WIND",1998,859.197292069632,966.873563218391,NA
"524","one_YO_summer",3,"M","WIND",1999,835.812290502793,987.241379310345,NA
"525","one_YO_summer",3,"M","WIND",2000,839.829113924051,964,NA
"526","one_YO_summer",3,"M","WIND",2001,821.484375,939.032258064516,NA
"527","one_YO_summer",3,"M","WIND",2002,871.98275862069,973.448275862069,NA
"528","one_YO_summer",3,"M","WIND",2003,881.891891891892,956.666666666667,NA
"529","one_YO_summer",3,"M","WIND",2004,882.067039106145,NA,NA
"530","one_YO_summer",3,"M","WIND",2005,861.105610561056,927.230769230769,NA
"531","one_YO_summer",3,"M","WIND",2006,881.2,NA,NA
"532","one_YO_summer",3,"M","WIND",2007,875.672191528545,913,NA
"533","one_YO_summer",3,"M","WIND",2008,855.701415701416,911.551724137931,NA
"534","one_YO_summer",3,"M","WIND",2009,831.732394366197,873.555555555556,NA
"535","one_YO_summer",3,"M","YOCL",1977,836.109375,1004.875,NA
"536","one_YO_summer",3,"M","YOCL",1978,834.710084033613,957.095238095238,NA
"537","one_YO_summer",3,"M","YOCL",1979,847.850340136054,957.876811594203,NA
"538","one_YO_summer",3,"M","YOCL",1980,826.540540540541,956.648648648649,NA
"539","one_YO_summer",3,"M","YOCL",1981,785.968,967.046511627907,NA
"540","one_YO_summer",3,"M","YOCL",1982,717.486646884273,882.582608695652,NA
"541","one_YO_summer",3,"M","YOCL",1983,759.132075471698,866.111111111111,NA
"542","one_YO_summer",3,"M","YOCL",1984,747.943820224719,880.011764705882,NA
"543","one_YO_summer",3,"M","YOCL",1985,737.636363636364,905.15625,NA
"544","one_YO_summer",3,"M","YOCL",1986,745.283720930233,874.979591836735,NA
"545","one_YO_summer",3,"M","YOCL",1987,787.328767123288,881.125,NA
"546","one_YO_summer",3,"M","YOCL",1988,816.960784313726,939.333333333333,NA
"547","one_YO_summer",3,"M","YOCL",1989,699.782383419689,NA,NA
"548","one_YO_summer",3,"M","YOCL",1990,NA,843.835051546392,NA
"549","one_YO_summer",3,"M","YOCL",1991,731.144486692015,851.533333333333,NA
"550","one_YO_summer",3,"M","YOCL",1992,812.823529411765,NA,NA
"551","one_YO_summer",3,"M","YOCL",1993,708.610328638498,815.09375,NA
"552","one_YO_summer",3,"M","YOCL",1994,676.75,826.289719626168,NA
"553","one_YO_summer",3,"M","YOCL",1995,664.303278688525,851.106382978723,NA
"554","one_YO_summer",3,"M","YOCL",1996,783.678294573643,888.161290322581,NA
"555","one_YO_summer",3,"M","YOCL",1997,779.798319327731,940.685185185185,NA
"556","one_YO_summer",3,"M","YOCL",1998,831.308139534884,954.314720812183,NA
"557","one_YO_summer",3,"M","YOCL",1999,820.889636608345,968.421686746988,NA
"558","one_YO_summer",3,"M","YOCL",2000,825.491902834008,955.350157728707,NA
"559","one_YO_summer",3,"M","YOCL",2001,788.672727272727,916.373626373626,NA
"560","one_YO_summer",3,"M","YOCL",2002,799.964912280702,907.08,NA
"561","one_YO_summer",3,"M","YOCL",2003,763.115942028986,853.222222222222,NA
"562","one_YO_summer",3,"M","YOCL",2004,774.057553956835,884.677419354839,NA
"563","one_YO_summer",3,"M","YOCL",2005,801.129213483146,923.3,NA
"564","one_YO_summer",3,"M","YOCL",2006,827.248407643312,978.692307692308,NA
"565","one_YO_summer",3,"M","YOCL",2007,838.934131736527,884.354166666667,NA
"566","one_YO_summer",3,"M","YOCL",2008,807.5,847.277777777778,NA
"567","one_YO_summer",3,"M","YOCL",2009,792.957860615883,861.533333333333,NA
"568","one_YO_summer",8,"F","SAND",1979,706.666666666667,843.217948717949,898.260869565217
"569","one_YO_summer",8,"F","SAND",1980,722.786885245902,841.516709511568,927.904761904762
"570","one_YO_summer",8,"F","SAND",1981,701.189189189189,844.286885245902,928.636363636364
"571","one_YO_summer",8,"F","SAND",1982,713.485714285714,849.202380952381,951.622950819672
"572","one_YO_summer",8,"F","SAND",1983,711.032258064516,854.681992337165,951.221052631579
"573","one_YO_summer",8,"F","SAND",1987,NA,849.512195121951,895
"574","one_YO_summer",8,"F","SAND",1988,NA,860.384615384615,NA
"575","one_YO_summer",8,"F","SAND",1989,NA,NA,910
"576","one_YO_summer",8,"F","SAND",1990,NA,836.88,914.056603773585
"577","one_YO_summer",8,"F","SAND",1992,711.379310344828,838.640776699029,910.714285714286
"578","one_YO_summer",8,"F","SAND",1993,711,831.535580524345,918.75
"579","one_YO_summer",8,"F","SAND",1994,NA,842.692307692308,922.142857142857
"580","one_YO_summer",8,"F","SAND",1995,692.727272727273,827.747252747253,914.5
"581","one_YO_summer",8,"F","SAND",1997,NA,844.69387755102,NA
"582","one_YO_summer",8,"F","SAND",1998,715.897435897436,844.22633744856,906.071428571429
"583","one_YO_summer",8,"F","SAND",1999,NA,851,913.846153846154
"584","one_YO_summer",8,"F","SAND",2000,NA,817.586206896552,863.260869565217
"585","one_YO_summer",8,"F","SAND",2001,714.285714285714,818.08,883.898305084746
"586","one_YO_summer",8,"F","SAND",2002,735.454545454545,816.95652173913,NA
"587","one_YO_summer",8,"F","SAND",2003,NA,832.647058823529,NA
"588","one_YO_summer",8,"F","SAND",2004,743.243243243243,831.632653061224,882.857142857143
"589","one_YO_summer",8,"F","SAND",2005,732.962962962963,815,842.666666666667
"590","one_YO_summer",8,"F","SAND",2006,706.470588235294,797.941176470588,NA
"591","one_YO_summer",8,"F","SAND",2007,714.408602150538,803.347107438017,839.791666666667
"592","one_YO_summer",8,"F","SAND",2008,707.083333333333,818.857142857143,NA
"593","one_YO_summer",8,"F","SAND",2009,698.55421686747,782.974895397489,831.739130434783
"594","one_YO_summer",8,"F","UMAT",1983,696.470588235294,860.6,NA
"595","one_YO_summer",8,"F","UMAT",1984,NA,NA,917.777777777778
"596","one_YO_summer",8,"F","UMAT",1985,NA,848.709677419355,920
"597","one_YO_summer",8,"F","UMAT",1986,748.894736842105,853.923076923077,931.666666666667
"598","one_YO_summer",8,"F","UMAT",1987,NA,840.909090909091,NA
"599","one_YO_summer",8,"F","UMAT",1988,743.846153846154,868.095238095238,NA
"600","one_YO_summer",8,"F","UMAT",1989,NA,NA,895.666666666667
"601","one_YO_summer",8,"F","UMAT",1990,NA,828.453658536585,915.445544554455
"602","one_YO_summer",8,"F","UMAT",1992,709.384615384615,805.611111111111,NA
"603","one_YO_summer",8,"F","UMAT",1993,NA,810.148148148148,NA
"604","one_YO_summer",8,"F","UMAT",1995,744.823529411765,803.255813953488,886.060606060606
"605","one_YO_summer",8,"F","UMAT",1996,680.421052631579,819.130434782609,NA
"606","one_YO_summer",8,"F","UMAT",1997,NA,837.777777777778,NA
"607","one_YO_summer",8,"F","UMAT",1998,724.40625,835.493975903614,870.526315789474
"608","one_YO_summer",8,"F","UMAT",1999,702.764705882353,817.064516129032,843.846153846154
"609","one_YO_summer",8,"F","UMAT",2000,NA,783.78125,849.666666666667
"610","one_YO_summer",8,"F","UMAT",2001,707.211267605634,809.125,879.076923076923
"611","one_YO_summer",8,"F","UMAT",2002,699.846153846154,NA,NA
"612","one_YO_summer",8,"F","UMAT",2003,729.555555555556,782.16,NA
"613","one_YO_summer",8,"F","UMAT",2005,714.836363636364,824.89156626506,NA
"614","one_YO_summer",8,"F","UMAT",2006,745.157894736842,NA,NA
"615","one_YO_summer",8,"F","UMAT",2007,730.316384180791,800.367149758454,862.727272727273
"616","one_YO_summer",8,"F","UMAT",2008,716.068376068376,817.753424657534,NA
"617","one_YO_summer",8,"F","UMAT",2009,716.208955223881,785.781690140845,799.538461538462
"618","one_YO_summer",8,"F","WIND",1990,NA,854.821428571429,912.526315789474
"619","one_YO_summer",8,"F","WIND",1991,NA,851.25,930
"620","one_YO_summer",8,"F","WIND",1992,752,863.260869565217,925.714285714286
"621","one_YO_summer",8,"F","WIND",1993,NA,845.116279069767,918.256880733945
"622","one_YO_summer",8,"F","WIND",1994,NA,845.25,934.117647058824
"623","one_YO_summer",8,"F","WIND",1995,715,847.5,926.838709677419
"624","one_YO_summer",8,"F","WIND",1996,711.052631578947,858.466666666667,960.714285714286
"625","one_YO_summer",8,"F","WIND",1998,709.230769230769,869.448275862069,923.977272727273
"626","one_YO_summer",8,"F","WIND",2001,NA,851.75572519084,923.02752293578
"627","one_YO_summer",8,"F","WIND",2002,NA,846.428571428571,895.5
"628","one_YO_summer",8,"F","WIND",2003,749.090909090909,831.571428571429,918.628571428571
"629","one_YO_summer",8,"F","WIND",2004,720,858.578313253012,908.736263736264
"630","one_YO_summer",8,"F","WIND",2005,737.777777777778,842.348484848485,907.280701754386
"631","one_YO_summer",8,"F","WIND",2006,729.705882352941,847.96992481203,881.102941176471
"632","one_YO_summer",8,"F","WIND",2007,725.217391304348,823.608695652174,872.567307692308
"633","one_YO_summer",8,"F","WIND",2008,705.769230769231,820.808510638298,878.253012048193
"634","one_YO_summer",8,"F","WIND",2009,703.157894736842,817.130942452043,865.728155339806
"635","one_YO_summer",8,"M","SAND",1979,688.947368421053,898.727272727273,NA
"636","one_YO_summer",8,"M","SAND",1980,677.206106870229,879.710843373494,1032
"637","one_YO_summer",8,"M","SAND",1981,656.68345323741,817.297297297297,NA
"638","one_YO_summer",8,"M","SAND",1982,671.189781021898,860.090909090909,976.177777777778
"639","one_YO_summer",8,"M","SAND",1983,675.430894308943,884.703125,1029.32352941176
"640","one_YO_summer",8,"M","SAND",1987,660.846153846154,884.285714285714,NA
"641","one_YO_summer",8,"M","SAND",1988,738.421052631579,NA,NA
"642","one_YO_summer",8,"M","SAND",1989,680.909090909091,NA,NA
"643","one_YO_summer",8,"M","SAND",1990,NA,843.793103448276,993.921568627451
"644","one_YO_summer",8,"M","SAND",1991,693.846153846154,900,NA
"645","one_YO_summer",8,"M","SAND",1992,663.626373626374,822.777777777778,NA
"646","one_YO_summer",8,"M","SAND",1993,684.624060150376,848.562874251497,922
"647","one_YO_summer",8,"M","SAND",1994,647.692307692308,832.666666666667,NA
"648","one_YO_summer",8,"M","SAND",1995,687.456140350877,844.540540540541,972.205128205128
"649","one_YO_summer",8,"M","SAND",1996,693.846153846154,NA,NA
"650","one_YO_summer",8,"M","SAND",1997,672.857142857143,868.461538461538,NA
"651","one_YO_summer",8,"M","SAND",1998,702.048611111111,844.864864864865,1001.66666666667
"652","one_YO_summer",8,"M","SAND",1999,690.888888888889,826.060606060606,NA
"653","one_YO_summer",8,"M","SAND",2000,661.6,823.859649122807,943.333333333333
"654","one_YO_summer",8,"M","SAND",2001,678.581314878893,805.659090909091,874.791666666667
"655","one_YO_summer",8,"M","SAND",2002,708.333333333333,850.416666666667,NA
"656","one_YO_summer",8,"M","SAND",2003,694.782608695652,NA,NA
"657","one_YO_summer",8,"M","SAND",2004,696.161616161616,836.973684210526,NA
"658","one_YO_summer",8,"M","SAND",2005,702.345679012346,817.634408602151,924.285714285714
"659","one_YO_summer",8,"M","SAND",2006,648.636363636364,NA,NA
"660","one_YO_summer",8,"M","SAND",2007,678.465753424658,796.184210526316,852.142857142857
"661","one_YO_summer",8,"M","SAND",2008,679.53488372093,803.859649122807,903.571428571429
"662","one_YO_summer",8,"M","SAND",2009,662.401315789474,793.209169054441,851.818181818182
"663","one_YO_summer",8,"M","UMAT",1983,676.923076923077,910,NA
"664","one_YO_summer",8,"M","UMAT",1985,681,838.25,NA
"665","one_YO_summer",8,"M","UMAT",1986,677.842105263158,974.814814814815,NA
"666","one_YO_summer",8,"M","UMAT",1988,699.642857142857,928.571428571429,NA
"667","one_YO_summer",8,"M","UMAT",1989,683.04,NA,NA
"668","one_YO_summer",8,"M","UMAT",1990,NA,846.450819672131,NA
"669","one_YO_summer",8,"M","UMAT",1992,699.68253968254,NA,NA
"670","one_YO_summer",8,"M","UMAT",1993,677.257142857143,818.222222222222,NA
"671","one_YO_summer",8,"M","UMAT",1995,658.487804878049,851.181818181818,NA
"672","one_YO_summer",8,"M","UMAT",1996,653.217391304348,NA,NA
"673","one_YO_summer",8,"M","UMAT",1997,655.473684210526,839.76,NA
"674","one_YO_summer",8,"M","UMAT",1998,695.241573033708,844.727272727273,NA
"675","one_YO_summer",8,"M","UMAT",1999,682.955056179775,853.941176470588,NA
"676","one_YO_summer",8,"M","UMAT",2000,660.083333333333,804.338461538462,NA
"677","one_YO_summer",8,"M","UMAT",2001,687.089108910891,784.333333333333,NA
"678","one_YO_summer",8,"M","UMAT",2002,688.620689655172,NA,NA
"679","one_YO_summer",8,"M","UMAT",2003,690.315789473684,833.125,NA
"680","one_YO_summer",8,"M","UMAT",2004,673.090909090909,NA,NA
"681","one_YO_summer",8,"M","UMAT",2005,699.091891891892,777.772727272727,NA
"682","one_YO_summer",8,"M","UMAT",2006,749.857142857143,838,NA
"683","one_YO_summer",8,"M","UMAT",2007,720.423611111111,798.987012987013,NA
"684","one_YO_summer",8,"M","UMAT",2008,737.053892215569,837.4,NA
"685","one_YO_summer",8,"M","UMAT",2009,699.714285714286,766.828767123288,NA
"686","one_YO_summer",8,"M","WIND",1990,NA,880,1001
"687","one_YO_summer",8,"M","WIND",1991,671.578947368421,800,1008.23529411765
"688","one_YO_summer",8,"M","WIND",1992,700,880.806451612903,1044.64285714286
"689","one_YO_summer",8,"M","WIND",1993,686.050420168067,875.470085470085,907.6
"690","one_YO_summer",8,"M","WIND",1994,676.046511627907,820,967.5
"691","one_YO_summer",8,"M","WIND",1995,679.166666666667,868.611111111111,938.709677419355
"692","one_YO_summer",8,"M","WIND",1996,707.34375,855.604395604396,995.714285714286
"693","one_YO_summer",8,"M","WIND",1998,718.279069767442,859.299363057325,1003.33333333333
"694","one_YO_summer",8,"M","WIND",2001,690,847.659574468085,928.166666666667
"695","one_YO_summer",8,"M","WIND",2002,707.692307692308,840,926.5
"696","one_YO_summer",8,"M","WIND",2003,702,831.206896551724,967.391304347826
"697","one_YO_summer",8,"M","WIND",2004,699.230769230769,870.759493670886,952.222222222222
