"","year","stock","length","SSTarc_summer","SSTarc_winter","PDO","WA_Pinks","ALPI","Pinks","NPGO","MEI_summer","MEI_winter"
"1",1979,"one_YO_summer MNPR 3",0.107106312018564,0.593602380044287,-0.217950721307733,0.46130534255802,0.0561210705221445,-0.326574703541259,-1.35680671173161,-0.737188575,0.226666666666667,0.216666666666667
"2",1979,"one_YO_summer PRGC 2",0.441738483197594,0.593602380044287,-0.217950721307733,0.46130534255802,0.0561210705221445,-0.326574703541259,-1.35680671173161,-0.737188575,0.226666666666667,0.216666666666667
"3",1979,"one_YO_summer MNPR 3",0.107106312018564,0.593602380044287,-0.217950721307733,0.46130534255802,0.0561210705221445,-0.326574703541259,-1.35680671173161,-0.737188575,0.226666666666667,0.216666666666667
"4",1980,"one_YO_summer SAWA 3",-0.820707648393408,-0.148815741964107,0.36701537699535,0.692096048025456,-0.66844266063887,0.738287290801877,-1.31671850353485,-0.749107275833333,0.323333333333333,0.316666666666667
"5",1980,"one_YO_summer SAWA 3",-0.820707648393408,-0.148815741964107,0.36701537699535,0.692096048025456,-0.66844266063887,0.738287290801877,-1.31671850353485,-0.749107275833333,0.323333333333333,0.316666666666667
"6",1980,"one_YO_summer LEWI 3",0.346244445815006,-0.148815741964107,0.36701537699535,0.692096048025456,-0.66844266063887,0.738287290801877,-1.31671850353485,-0.749107275833333,0.323333333333333,0.316666666666667
"7",1980,"one_YO_summer PRGC 2",0.0364247866647128,-0.148815741964107,0.36701537699535,0.692096048025456,-0.66844266063887,0.738287290801877,-1.31671850353485,-0.749107275833333,0.323333333333333,0.316666666666667
"8",1980,"one_YO_summer MNPR 3",-0.107719128878866,-0.148815741964107,0.36701537699535,0.692096048025456,-0.66844266063887,0.738287290801877,-1.31671850353485,-0.749107275833333,0.323333333333333,0.316666666666667
"9",1980,"one_YO_summer MNPR 3",-0.107719128878866,-0.148815741964107,0.36701537699535,0.692096048025456,-0.66844266063887,0.738287290801877,-1.31671850353485,-0.749107275833333,0.323333333333333,0.316666666666667
"10",1981,"one_YO_summer SAWA 3",0.201967170728977,0.70907991206711,0.22893625559478,1.3011536773918,-0.407085587470291,2.10739556924305,-1.20209254139138,-0.221840562241667,-0.276666666666667,-0.08
"11",1981,"one_YO_summer LEWI 3",1.41783145820118,0.70907991206711,0.22893625559478,1.3011536773918,-0.407085587470291,2.10739556924305,-1.20209254139138,-0.221840562241667,-0.276666666666667,-0.08
"12",1981,"one_YO_summer SAWA 3",0.201967170728977,0.70907991206711,0.22893625559478,1.3011536773918,-0.407085587470291,2.10739556924305,-1.20209254139138,-0.221840562241667,-0.276666666666667,-0.08
"13",1981,"one_YO_summer MNPR 3",1.88633109275776,0.70907991206711,0.22893625559478,1.3011536773918,-0.407085587470291,2.10739556924305,-1.20209254139138,-0.221840562241667,-0.276666666666667,-0.08
"14",1981,"one_YO_summer MNPR 3",1.88633109275776,0.70907991206711,0.22893625559478,1.3011536773918,-0.407085587470291,2.10739556924305,-1.20209254139138,-0.221840562241667,-0.276666666666667,-0.08
"15",1981,"one_YO_summer PRGC 2",1.75024007000925,0.70907991206711,0.22893625559478,1.3011536773918,-0.407085587470291,2.10739556924305,-1.20209254139138,-0.221840562241667,-0.276666666666667,-0.08
"16",1982,"one_YO_summer SAWA 3",0.618082699261347,-0.502123428602313,0.0485007154530492,0.0418599940321392,-0.66844266063887,-1.21529411235395,-1.10284432827766,-0.686691380833333,1.87333333333333,-0.376666666666667
"17",1982,"one_YO_summer LEWI 3",0.614616655196002,-0.502123428602313,0.0485007154530492,0.0418599940321392,-0.66844266063887,-1.21529411235395,-1.10284432827766,-0.686691380833333,1.87333333333333,-0.376666666666667
"18",1982,"one_YO_summer MNPR 3",-0.244237492972971,-0.502123428602313,0.0485007154530492,0.0418599940321392,-0.66844266063887,-1.21529411235395,-1.10284432827766,-0.686691380833333,1.87333333333333,-0.376666666666667
"19",1982,"one_YO_summer SAWA 3",0.618082699261347,-0.502123428602313,0.0485007154530492,0.0418599940321392,-0.66844266063887,-1.21529411235395,-1.10284432827766,-0.686691380833333,1.87333333333333,-0.376666666666667
"20",1982,"one_YO_summer MNPR 3",-0.244237492972971,-0.502123428602313,0.0485007154530492,0.0418599940321392,-0.66844266063887,-1.21529411235395,-1.10284432827766,-0.686691380833333,1.87333333333333,-0.376666666666667
"21",1983,"one_YO_summer MNPR 3",-2.03929889402023,0.432627287177207,0.0145771380128532,1.7723114661469,0.21860434032427,2.74791406208103,-1.14006743800425,-0.09206469425,0.0766666666666667,2.66333333333333
"22",1983,"one_YO_summer SAND 8",-1.84207097659181,0.432627287177207,0.0145771380128532,1.7723114661469,0.21860434032427,2.74791406208103,-1.14006743800425,-0.09206469425,0.0766666666666667,2.66333333333333
"23",1983,"one_YO_summer SAND 8",-1.84207097659181,0.432627287177207,0.0145771380128532,1.7723114661469,0.21860434032427,2.74791406208103,-1.14006743800425,-0.09206469425,0.0766666666666667,2.66333333333333
"24",1983,"one_YO_summer SAWA 3",-1.0671905758515,0.432627287177207,0.0145771380128532,1.7723114661469,0.21860434032427,2.74791406208103,-1.14006743800425,-0.09206469425,0.0766666666666667,2.66333333333333
"25",1983,"one_YO_summer LEWI 3",-1.13033011618372,0.432627287177207,0.0145771380128532,1.7723114661469,0.21860434032427,2.74791406208103,-1.14006743800425,-0.09206469425,0.0766666666666667,2.66333333333333
"26",1983,"one_YO_summer MNPR 3",-2.03929889402023,0.432627287177207,0.0145771380128532,1.7723114661469,0.21860434032427,2.74791406208103,-1.14006743800425,-0.09206469425,0.0766666666666667,2.66333333333333
"27",1983,"one_YO_summer SAWA 3",-1.0671905758515,0.432627287177207,0.0145771380128532,1.7723114661469,0.21860434032427,2.74791406208103,-1.14006743800425,-0.09206469425,0.0766666666666667,2.66333333333333
"28",1984,"one_YO_summer SAND 8",0.18192635732081,0.499303580290418,0.432952148338844,1.03109982286144,-0.668458792013385,0.742290531382114,-1.1592217304735,0.620750036666667,-0.19,-0.376666666666667
"29",1984,"one_YO_summer MNPR 3",0.29466727353704,0.499303580290418,0.432952148338844,1.03109982286144,-0.668458792013385,0.742290531382114,-1.1592217304735,0.620750036666667,-0.19,-0.376666666666667
"30",1984,"one_YO_summer SAND 8",0.18192635732081,0.499303580290418,0.432952148338844,1.03109982286144,-0.668458792013385,0.742290531382114,-1.1592217304735,0.620750036666667,-0.19,-0.376666666666667
"31",1984,"one_YO_summer LEWI 3",-0.757878554171121,0.499303580290418,0.432952148338844,1.03109982286144,-0.668458792013385,0.742290531382114,-1.1592217304735,0.620750036666667,-0.19,-0.376666666666667
"32",1984,"one_YO_summer MNPR 3",0.29466727353704,0.499303580290418,0.432952148338844,1.03109982286144,-0.668458792013385,0.742290531382114,-1.1592217304735,0.620750036666667,-0.19,-0.376666666666667
"33",1984,"one_YO_summer SAWA 3",0.694826496195757,0.499303580290418,0.432952148338844,1.03109982286144,-0.668458792013385,0.742290531382114,-1.1592217304735,0.620750036666667,-0.19,-0.376666666666667
"34",1984,"one_YO_summer SAWA 3",0.694826496195757,0.499303580290418,0.432952148338844,1.03109982286144,-0.668458792013385,0.742290531382114,-1.1592217304735,0.620750036666667,-0.19,-0.376666666666667
"35",1985,"one_YO_summer MNPR 3",-0.233746891608742,-0.0884125971060417,0.0289481346634613,0.368414477701831,0.873266216747733,-0.586785341256687,-0.789755296085584,-0.393901047083333,-0.276666666666667,-0.476666666666667
"36",1985,"one_YO_summer SAND 8",0.807929054421301,-0.0884125971060417,0.0289481346634613,0.368414477701831,0.873266216747733,-0.586785341256687,-0.789755296085584,-0.393901047083333,-0.276666666666667,-0.476666666666667
"37",1985,"one_YO_summer SAWA 3",0.702116292324566,-0.0884125971060417,0.0289481346634613,0.368414477701831,0.873266216747733,-0.586785341256687,-0.789755296085584,-0.393901047083333,-0.276666666666667,-0.476666666666667
"38",1985,"one_YO_summer MNPR 3",-0.233746891608742,-0.0884125971060417,0.0289481346634613,0.368414477701831,0.873266216747733,-0.586785341256687,-0.789755296085584,-0.393901047083333,-0.276666666666667,-0.476666666666667
"39",1985,"one_YO_summer SAND 8",0.807929054421301,-0.0884125971060417,0.0289481346634613,0.368414477701831,0.873266216747733,-0.586785341256687,-0.789755296085584,-0.393901047083333,-0.276666666666667,-0.476666666666667
"40",1985,"one_YO_summer LEWI 3",-0.296033990297123,-0.0884125971060417,0.0289481346634613,0.368414477701831,0.873266216747733,-0.586785341256687,-0.789755296085584,-0.393901047083333,-0.276666666666667,-0.476666666666667
"41",1985,"one_YO_summer SAWA 3",0.702116292324566,-0.0884125971060417,0.0289481346634613,0.368414477701831,0.873266216747733,-0.586785341256687,-0.789755296085584,-0.393901047083333,-0.276666666666667,-0.476666666666667
"42",1986,"one_YO_summer SAWA 3",2.56175689095987,0.34447407043283,0.246118316842222,1.49555414714238,-0.667445972142051,2.15143121562566,-1.03113010375293,-0.732847288333333,0.973333333333333,-0.35
