"","V","Imp"
"1",1,0.105722225482944
"2",2,0.00567179367474941
"3",3,0.209129941244509
"4",4,0.00201986991662244
"5",5,1.02394249957012e-06
"6",6,0.0227946452867482
"7",7,0.0783531830685597
"8",8,0.0250844929267057
"9",9,0.0193655652061297
"10",10,0.162839748480847
