"","V","Imp"
"1",1,0.00578259920670965
"2",2,0.0256460625165494
"3",3,0.11373116443735
"4",4,0.000140135721271529
"5",5,0.0137355833062348
"6",6,0.111492363000076
"7",7,0.0118076942101891
"8",8,2.19077218994756e-05
"9",9,0.0112765645035802
"10",10,0.00047486357450766
