"","V","Imp"
"1",1,0.00784089757547585
"2",2,0.000682113513946594
"3",3,0.0254349634227514
"4",4,0.00805171342025105
"5",5,0.108269571446523
"6",6,0.0062809121764466
"7",7,0.163624422125327
"8",8,0.0257290405707506
"9",9,0.163493713478541
"10",10,0.0530813435676145
